relation_id,cert_id,major_id,is_active
cmj_00332,cert_0555,major_qnet_6564,True
cmj_00333,cert_0556,major_qnet_6564,True
cmj_00334,cert_0557,major_qnet_6564,True
cmj_00335,cert_0562,major_qnet_6564,True
cmj_00336,cert_0570,major_qnet_6564,True
cmj_00337,cert_0608,major_qnet_6564,True
cmj_00338,cert_0618,major_qnet_6564,True
cmj_00339,cert_0619,major_qnet_6564,True
cmj_00340,cert_0620,major_qnet_6564,True
cmj_00341,cert_0621,major_qnet_6564,True
cmj_00342,cert_0032,major_qnet_7128,True
cmj_00343,cert_0032,major_qnet_3805,True
cmj_00344,cert_0032,major_qnet_2221,True
cmj_00345,cert_0032,major_qnet_3889,True
cmj_00346,cert_0034,major_qnet_7128,True
cmj_00347,cert_0034,major_qnet_3805,True
cmj_00348,cert_0034,major_qnet_2221,True
cmj_00349,cert_0034,major_qnet_3889,True
cmj_00350,cert_0036,major_qnet_7128,True
cmj_00351,cert_0036,major_qnet_3805,True
cmj_00352,cert_0036,major_qnet_2221,True
cmj_00353,cert_0036,major_qnet_3889,True
cmj_00354,cert_0037,major_qnet_7128,True
cmj_00355,cert_0037,major_qnet_3805,True
cmj_00356,cert_0037,major_qnet_2221,True
cmj_00357,cert_0037,major_qnet_3889,True
cmj_00358,cert_0029,major_qnet_7128,True
cmj_00359,cert_0029,major_qnet_3805,True
cmj_00360,cert_0029,major_qnet_2221,True
cmj_00361,cert_0029,major_qnet_3889,True
cmj_00362,cert_0021,major_qnet_7128,True
cmj_00363,cert_0021,major_qnet_3805,True
cmj_00364,cert_0021,major_qnet_2221,True
cmj_00365,cert_0021,major_qnet_3889,True
cmj_00366,cert_0020,major_qnet_7128,True
cmj_00367,cert_0020,major_qnet_3805,True
cmj_00368,cert_0020,major_qnet_2221,True
cmj_00369,cert_0020,major_qnet_3889,True
cmj_00370,cert_0028,major_qnet_7128,True
cmj_00371,cert_0028,major_qnet_3805,True
cmj_00372,cert_0028,major_qnet_2221,True
cmj_00373,cert_0028,major_qnet_3889,True
cmj_00374,cert_0027,major_qnet_7128,True
cmj_00375,cert_0027,major_qnet_3805,True
cmj_00376,cert_0027,major_qnet_2221,True
cmj_00377,cert_0027,major_qnet_3889,True
cmj_00378,cert_0052,major_qnet_7128,True
cmj_00379,cert_0052,major_qnet_3805,True
cmj_00380,cert_0052,major_qnet_2221,True
cmj_00381,cert_0052,major_qnet_3889,True
cmj_00382,cert_0071,major_qnet_7128,True
cmj_00383,cert_0071,major_qnet_3805,True
cmj_00384,cert_0071,major_qnet_2221,True
cmj_00385,cert_0071,major_qnet_3889,True
cmj_00386,cert_0024,major_qnet_7128,True
cmj_00387,cert_0024,major_qnet_3805,True
cmj_00388,cert_0024,major_qnet_2221,True
cmj_00389,cert_0024,major_qnet_3889,True
cmj_00390,cert_0051,major_qnet_7128,True
cmj_00391,cert_0051,major_qnet_3805,True
cmj_00392,cert_0051,major_qnet_2221,True
cmj_00393,cert_0051,major_qnet_3889,True
cmj_00394,cert_0030,major_qnet_7128,True
cmj_00395,cert_0030,major_qnet_3805,True
cmj_00396,cert_0030,major_qnet_2221,True
cmj_00397,cert_0030,major_qnet_3889,True
cmj_00398,cert_0031,major_qnet_7128,True
cmj_00399,cert_0031,major_qnet_3805,True
cmj_00400,cert_0031,major_qnet_2221,True
cmj_00401,cert_0031,major_qnet_3889,True
cmj_00402,cert_0022,major_qnet_7128,True
cmj_00403,cert_0022,major_qnet_3805,True
cmj_00404,cert_0022,major_qnet_2221,True
cmj_00405,cert_0022,major_qnet_3889,True
cmj_00406,cert_0053,major_qnet_7128,True
cmj_00407,cert_0053,major_qnet_3805,True
cmj_00408,cert_0053,major_qnet_2221,True
cmj_00409,cert_0053,major_qnet_3889,True
cmj_00410,cert_0050,major_qnet_7128,True
cmj_00411,cert_0050,major_qnet_3805,True
cmj_00412,cert_0050,major_qnet_2221,True
cmj_00413,cert_0050,major_qnet_3889,True
cmj_00414,cert_0087,major_qnet_7128,True
cmj_00415,cert_0087,major_qnet_3805,True
cmj_00416,cert_0087,major_qnet_2221,True
cmj_00417,cert_0087,major_qnet_3889,True
cmj_00418,cert_0048,major_qnet_7128,True
cmj_00419,cert_0048,major_qnet_3805,True
cmj_00420,cert_0048,major_qnet_2221,True
cmj_00421,cert_0048,major_qnet_3889,True
cmj_00422,cert_0006,major_qnet_7128,True
cmj_00423,cert_0006,major_qnet_3805,True
cmj_00424,cert_0006,major_qnet_2221,True
cmj_00425,cert_0006,major_qnet_3889,True
cmj_00426,cert_0015,major_qnet_7128,True
cmj_00427,cert_0015,major_qnet_3805,True
cmj_00428,cert_0015,major_qnet_2221,True
cmj_00429,cert_0015,major_qnet_3889,True
cmj_00430,cert_0016,major_qnet_7128,True
cmj_00431,cert_0016,major_qnet_3805,True
cmj_00432,cert_0016,major_qnet_2221,True
cmj_00433,cert_0016,major_qnet_3889,True
cmj_00434,cert_0043,major_qnet_7128,False
cmj_00435,cert_0043,major_qnet_3805,False
cmj_00436,cert_0043,major_qnet_2221,False
cmj_00437,cert_0043,major_qnet_3889,False
cmj_00438,cert_0045,major_qnet_7128,False
cmj_00439,cert_0045,major_qnet_3805,False
cmj_00440,cert_0045,major_qnet_2221,False
cmj_00441,cert_0045,major_qnet_3889,False
cmj_00442,cert_0044,major_qnet_7128,True
cmj_00443,cert_0044,major_qnet_3805,True
cmj_00444,cert_0044,major_qnet_2221,True
cmj_00445,cert_0044,major_qnet_3889,True
cmj_00446,cert_0059,major_qnet_7128,True
cmj_00447,cert_0059,major_qnet_3805,True
cmj_00448,cert_0059,major_qnet_2221,True
cmj_00449,cert_0059,major_qnet_3889,True
cmj_00450,cert_0056,major_qnet_7128,True
cmj_00451,cert_0056,major_qnet_3805,True
cmj_00452,cert_0056,major_qnet_2221,True
cmj_00453,cert_0056,major_qnet_3889,True
cmj_00454,cert_0061,major_qnet_7128,True
cmj_00455,cert_0061,major_qnet_3805,True
cmj_00456,cert_0061,major_qnet_2221,True
cmj_00457,cert_0061,major_qnet_3889,True
cmj_00458,cert_0060,major_qnet_7128,True
cmj_00459,cert_0060,major_qnet_3805,True
cmj_00460,cert_0060,major_qnet_2221,True
cmj_00461,cert_0060,major_qnet_3889,True
cmj_00462,cert_0077,major_qnet_7128,True
cmj_00463,cert_0077,major_qnet_3805,True
cmj_00464,cert_0077,major_qnet_2221,True
cmj_00465,cert_0077,major_qnet_3889,True
cmj_00466,cert_0058,major_qnet_7128,True
cmj_00467,cert_0058,major_qnet_3805,True
cmj_00468,cert_0058,major_qnet_2221,True
cmj_00469,cert_0058,major_qnet_3889,True
cmj_00470,cert_0057,major_qnet_7128,True
cmj_00471,cert_0057,major_qnet_3805,True
cmj_00472,cert_0057,major_qnet_2221,True
cmj_00473,cert_0057,major_qnet_3889,True
