udeptcd,udeptnm,udeptmdobligcd,udeptmdoblignm,udeptobligcd,udeptoblignm
4162,컴퓨터전자전기계열,202,전자,20,전기.전자
4163,컴퓨터전자정보공학부,202,전자,20,전기.전자
4164,컴퓨터전자통신공학부,202,전자,20,전기.전자
4165,컴퓨터전자학과,202,전자,20,전기.전자
4166,컴퓨터정보(과ㆍ전공ㆍ계열),202,전자,20,전기.전자
4166,컴퓨터정보(과ㆍ전공ㆍ계열),211,정보기술,21,정보통신
4166,컴퓨터정보(과ㆍ전공ㆍ계열),213,통신,21,정보통신
4167,컴퓨터정보공학(과ㆍ전공ㆍ부),202,전자,20,전기.전자
4167,컴퓨터정보공학(과ㆍ전공ㆍ부),211,정보기술,21,정보통신
4167,컴퓨터정보공학(과ㆍ전공ㆍ부),213,통신,21,정보통신
4170,"컴퓨터정보과학(과,부)",202,전자,20,전기.전자
4170,"컴퓨터정보과학(과,부)",211,정보기술,21,정보통신
4171,"컴퓨터정보관리(과,전공)",202,전자,20,전기.전자
4171,"컴퓨터정보관리(과,전공)",211,정보기술,21,정보통신
4172,컴퓨터정보기계과,161,기계제작,16,기계
4172,컴퓨터정보기계과,202,전자,20,전기.전자
4173,"컴퓨터정보기술(과,학부,계열)",202,전자,20,전기.전자
4173,"컴퓨터정보기술(과,학부,계열)",211,정보기술,21,정보통신
4174,컴퓨터정보디자인학부,082,디자인,8,문화.예술.디자인.방송
4175,컴퓨터정보미디어계열,202,전자,20,전기.전자
4175,컴퓨터정보미디어계열,212,방송.무선,21,정보통신
4176,컴퓨터정보보안학과,202,전자,20,전기.전자
4176,컴퓨터정보보안학과,213,통신,21,정보통신
4177,컴퓨터정보산업공학부,202,전자,20,전기.전자
4177,컴퓨터정보산업공학부,211,정보기술,21,정보통신
4178,컴퓨터정보수리학과,202,전자,20,전기.전자
4178,컴퓨터정보수리학과,211,정보기술,21,정보통신
4179,컴퓨터정보수학과,202,전자,20,전기.전자
4179,컴퓨터정보수학과,211,정보기술,21,정보통신
4180,"컴퓨터정보시스템(과,부,전공,계열)",202,전자,20,전기.전자
4180,"컴퓨터정보시스템(과,부,전공,계열)",211,정보기술,21,정보통신
4181,컴퓨터정보시스템공학부,202,전자,20,전기.전자
4181,컴퓨터정보시스템공학부,211,정보기술,21,정보통신
4182,컴퓨터정보전공,202,전자,20,전기.전자
4182,컴퓨터정보전공,211,정보기술,21,정보통신
4182,컴퓨터정보전공,213,통신,21,정보통신
4183,"컴퓨터정보전자(공학과,과,학과,전공)",202,전자,20,전기.전자
4183,"컴퓨터정보전자(공학과,과,학과,전공)",211,정보기술,21,정보통신
4184,컴퓨터정보전자응용계열,202,전자,20,전기.전자
4184,컴퓨터정보전자응용계열,213,통신,21,정보통신
4185,컴퓨터정보제공전공,202,전자,20,전기.전자
4185,컴퓨터정보제공전공,211,정보기술,21,정보통신
4186,"컴퓨터정보처리(과,부,계열)",202,전자,20,전기.전자
4186,"컴퓨터정보처리(과,부,계열)",211,정보기술,21,정보통신
4187,컴퓨터정보처리(학)전공,202,전자,20,전기.전자
4187,컴퓨터정보처리(학)전공,211,정보기술,21,정보통신
4188,"컴퓨터정보통신(과,학과,학부,전공,계열)",202,전자,20,전기.전자
4188,"컴퓨터정보통신(과,학과,학부,전공,계열)",211,정보기술,21,정보통신
4188,"컴퓨터정보통신(과,학과,학부,전공,계열)",213,통신,21,정보통신
4189,"컴퓨터정보통신공학(부,전공,군)",202,전자,20,전기.전자
4189,"컴퓨터정보통신공학(부,전공,군)",213,통신,21,정보통신
4190,컴퓨터정보통신디자인계열,202,전자,20,전기.전자
4190,컴퓨터정보통신디자인계열,213,통신,21,정보통신
4191,"컴퓨터정보학(과,부,전공)",202,전자,20,전기.전자
4191,"컴퓨터정보학(과,부,전공)",211,정보기술,21,정보통신
4191,"컴퓨터정보학(과,부,전공)",213,통신,21,정보통신
4192,컴퓨터정보활용과,202,전자,20,전기.전자
4192,컴퓨터정보활용과,211,정보기술,21,정보통신
4193,"컴퓨터제어(과,전공)",201,전기,20,전기.전자
4193,"컴퓨터제어(과,전공)",202,전자,20,전기.전자
4193,"컴퓨터제어(과,전공)",213,통신,21,정보통신
4194,컴퓨터제어·전기공학부,201,전기,20,전기.전자
4194,컴퓨터제어·전기공학부,202,전자,20,전기.전자
4195,컴퓨터제어계측공학과,201,전기,20,전기.전자
4195,컴퓨터제어계측공학과,202,전자,20,전기.전자
4196,"컴퓨터제어공학(과,전공)",201,전기,20,전기.전자
4196,"컴퓨터제어공학(과,전공)",202,전자,20,전기.전자
4197,컴퓨터제품디자인과,024,생산관리,2,경영.회계.사무
4197,컴퓨터제품디자인과,082,디자인,8,문화.예술.디자인.방송
4197,컴퓨터제품디자인과,083,방송,8,문화.예술.디자인.방송
4197,컴퓨터제품디자인과,202,전자,20,전기.전자
4198,컴퓨터제품설계과,202,전자,20,전기.전자
4199,컴퓨터캐드전공,202,전자,20,전기.전자
4200,컴퓨터텍스타일디자인과,082,디자인,8,문화.예술.디자인.방송
4201,컴퓨터텍스타일전공,191,섬유,19,섬유.의복
4202,컴퓨터통계수학전공,202,전자,20,전기.전자
4203,컴퓨터통계정보학과,202,전자,20,전기.전자
4204,컴퓨터통계학과,202,전자,20,전기.전자
4205,컴퓨터통신(학)(과ㆍ전공ㆍ계열),202,전자,20,전기.전자
4205,컴퓨터통신(학)(과ㆍ전공ㆍ계열),213,통신,21,정보통신
4206,컴퓨터통신공학과,202,전자,20,전기.전자
4206,컴퓨터통신공학과,213,통신,21,정보통신
4208,컴퓨터통신전자공학부,202,전자,20,전기.전자
4208,컴퓨터통신전자공학부,213,통신,21,정보통신
4210,"컴퓨터프로그래밍(과,학과,전공)",202,전자,20,전기.전자
4210,"컴퓨터프로그래밍(과,학과,전공)",211,정보기술,21,정보통신
4211,"컴퓨터학(부,전공,과)",202,전자,20,전기.전자
4212,케이블방송정보학과,083,방송,8,문화.예술.디자인.방송
4212,케이블방송정보학과,212,방송.무선,21,정보통신
4213,케이터링학과,131,조리,13,음식서비스
4214,케익데코레이션과,131,조리,13,음식서비스
4214,케익데코레이션과,221,식품,22,식품.가공
4215,코디과,192,의복,19,섬유.의복
4216,코디네이션과,192,의복,19,섬유.의복
4217,코미디연기학과,083,방송,8,문화.예술.디자인.방송
4218,코미디전공,083,방송,8,문화.예술.디자인.방송
4219,코티네이션디자인계열,082,디자인,8,문화.예술.디자인.방송
4220,MSDE전공,161,기계제작,16,기계
4220,MSDE전공,202,전자,20,전기.전자
4221,크래프트디자인과,082,디자인,8,문화.예술.디자인.방송
4222,크래프트코디디자인과,082,디자인,8,문화.예술.디자인.방송
4223,크로스디자인계열,082,디자인,8,문화.예술.디자인.방송
4224,클래식음악전공,232,목재.가구.공예,23,인쇄.목재.가구.공예
4225,타이어전공,166,자동차,16,기계
4226,"탐사공학(과,전공)",142,토목,14,건설
4226,"탐사공학(과,전공)",151,채광,15,광업자원
4227,테마파크디자인과,082,디자인,8,문화.예술.디자인.방송
4227,테마파크디자인과,141,건축,14,건설
4228,테크노과학부,202,전자,20,전기.전자
4228,테크노과학부,211,정보기술,21,정보통신
4229,테크노디자인과,082,디자인,8,문화.예술.디자인.방송
4230,테크노미디어디자인학과,082,디자인,8,문화.예술.디자인.방송
4231,테크노정보(산업)과,202,전자,20,전기.전자
4231,테크노정보(산업)과,213,통신,21,정보통신
4232,"텍스타일디자인(과,전공)",082,디자인,8,문화.예술.디자인.방송
4232,"텍스타일디자인(과,전공)",191,섬유,19,섬유.의복
4233,텍스타일미디어디자인과,082,디자인,8,문화.예술.디자인.방송
4233,텍스타일미디어디자인과,191,섬유,19,섬유.의복
4234,텍스타일비즈니스과,192,의복,19,섬유.의복
4235,텍스타일시스템계열,191,섬유,19,섬유.의복
4236,"텍스타일시스템공학(과,전공)",082,디자인,8,문화.예술.디자인.방송
4236,"텍스타일시스템공학(과,전공)",191,섬유,19,섬유.의복
4237,텍스타일시스템과,082,디자인,8,문화.예술.디자인.방송
4237,텍스타일시스템과,191,섬유,19,섬유.의복
4238,텍스타일컬러테크닉과,082,디자인,8,문화.예술.디자인.방송
4238,텍스타일컬러테크닉과,191,섬유,19,섬유.의복
4239,"텍스타일코디네이션(과,전공)",082,디자인,8,문화.예술.디자인.방송
4239,"텍스타일코디네이션(과,전공)",192,의복,19,섬유.의복
4240,토목(과ㆍ전공ㆍ계열),142,토목,14,건설
4240,토목(과ㆍ전공ㆍ계열),151,채광,15,광업자원
4241,토목·건축·도시정보공학과군,141,건축,14,건설
4241,토목·건축·도시정보공학과군,142,토목,14,건설
4241,토목·건축·도시정보공학과군,144,도시.교통,14,건설
4242,토목·건축·환경공학부,141,건축,14,건설
4242,토목·건축·환경공학부,142,토목,14,건설
4242,토목·건축·환경공학부,261,환경,26,환경.에너지
4243,토목·환경학부,142,토목,14,건설
4243,토목·환경학부,261,환경,26,환경.에너지
4244,토목건설과,141,건축,14,건설
4244,토목건설과,142,토목,14,건설
4245,토목건설시스템과,141,건축,14,건설
4245,토목건설시스템과,142,토목,14,건설
4246,"토목건축공학(과,부)",141,건축,14,건설
4246,"토목건축공학(과,부)",142,토목,14,건설
4247,토목건축측지공학과군,141,건축,14,건설
4247,토목건축측지공학과군,142,토목,14,건설
4248,토목건축환경공학과군,141,건축,14,건설
4248,토목건축환경공학과군,142,토목,14,건설
4248,토목건축환경공학과군,261,환경,26,환경.에너지
4249,토목공학(과ㆍ부ㆍ전공ㆍ군),142,토목,14,건설
4249,토목공학(과ㆍ부ㆍ전공ㆍ군),151,채광,15,광업자원
4251,토목공학교육과,142,토목,14,건설
4252,"토목도시(과,전공)",142,토목,14,건설
4252,"토목도시(과,전공)",144,도시.교통,14,건설
4253,토목도시공학부,142,토목,14,건설
4253,토목도시공학부,144,도시.교통,14,건설
4254,토목도시환경공학부,142,토목,14,건설
4254,토목도시환경공학부,144,도시.교통,14,건설
4254,토목도시환경공학부,261,환경,26,환경.에너지
4255,토목디자인과,142,토목,14,건설
4256,토목및지리정보공학부,142,토목,14,건설
4257,"토목설계(과,전공)",142,토목,14,건설
4258,토목시공과,142,토목,14,건설
4259,토목시스템공학과,142,토목,14,건설
4260,토목신소재산업화학공학과군,142,토목,14,건설
4260,토목신소재산업화학공학과군,181,화공,18,화학
4261,토목ㆍ도시디자인학부,142,토목,14,건설
4261,토목ㆍ도시디자인학부,144,도시.교통,14,건설
4263,토목정보과,142,토목,14,건설
4263,토목정보과,151,채광,15,광업자원
4264,"토목조경(과,학부)",142,토목,14,건설
4265,토목조선해양공학과군,142,토목,14,건설
4265,토목조선해양공학과군,164,조선,16,기계
4266,토목지구시스템신소재산업화학공학과군,142,토목,14,건설
4266,토목지구시스템신소재산업화학공학과군,181,화공,18,화학
4267,토목해양공학부,142,토목,14,건설
4268,토목환경(과ㆍ전공ㆍ계열),142,토목,14,건설
4268,토목환경(과ㆍ전공ㆍ계열),261,환경,26,환경.에너지
4269,"토목환경건축공학(과,과군)",141,건축,14,건설
4269,"토목환경건축공학(과,과군)",142,토목,14,건설
4269,"토목환경건축공학(과,과군)",261,환경,26,환경.에너지
4270,"토목환경공학(과,부,전공,계열,과군)",142,토목,14,건설
4270,"토목환경공학(과,부,전공,계열,과군)",151,채광,15,광업자원
4270,"토목환경공학(과,부,전공,계열,과군)",261,환경,26,환경.에너지
4271,"토목환경도시공학(과,부)",142,토목,14,건설
4271,"토목환경도시공학(과,부)",144,도시.교통,14,건설
4271,"토목환경도시공학(과,부)",261,환경,26,환경.에너지
4272,토목환경산업공학부,142,토목,14,건설
4272,토목환경산업공학부,261,환경,26,환경.에너지
4273,"토목환경설계(과, 전공)",142,토목,14,건설
4273,"토목환경설계(과, 전공)",151,채광,15,광업자원
4273,"토목환경설계(과, 전공)",261,환경,26,환경.에너지
4274,토목환경시스템(과ㆍ전공),142,토목,14,건설
4274,토목환경시스템(과ㆍ전공),261,환경,26,환경.에너지
4275,"토목환경시스템공학(과,부)",142,토목,14,건설
4275,"토목환경시스템공학(과,부)",261,환경,26,환경.에너지
4278,토목환경조경학과군,142,토목,14,건설
4278,토목환경조경학과군,143,조경,14,건설
4278,토목환경조경학과군,261,환경,26,환경.에너지
4279,토목환경지구정보공학부,142,토목,14,건설
4279,토목환경지구정보공학부,261,환경,26,환경.에너지
4280,토지정보(관리)과,142,토목,14,건설
4281,"토지행정(트랙,과,전공)",142,토목,14,건설
4282,토탈디자인학부,082,디자인,8,문화.예술.디자인.방송
4283,토탈인테리어전공,141,건축,14,건설
4284,토탈코디네이션과,082,디자인,8,문화.예술.디자인.방송
4284,토탈코디네이션과,192,의복,19,섬유.의복
4285,"토탈패션(과,계열)",082,디자인,8,문화.예술.디자인.방송
4285,"토탈패션(과,계열)",192,의복,19,섬유.의복
4286,"토탈패션디자인(과,전공)",082,디자인,8,문화.예술.디자인.방송
4286,"토탈패션디자인(과,전공)",192,의복,19,섬유.의복
4287,토탈패션비즈니스과,082,디자인,8,문화.예술.디자인.방송
4287,토탈패션비즈니스과,192,의복,19,섬유.의복
4288,"통계정보학(과,전공)",202,전자,20,전기.전자
4289,"통계학(과,전공)",202,전자,20,전기.전자
4290,"통신공학(과,부,전공)",202,전자,20,전기.전자
4290,"통신공학(과,부,전공)",213,통신,21,정보통신
4291,통신(학)과,202,전자,20,전기.전자
4291,통신(학)과,213,통신,21,정보통신
4292,통신전자과,202,전자,20,전기.전자
4292,통신전자과,213,통신,21,정보통신
4293,통신컴퓨터공학부,202,전자,20,전기.전자
4293,통신컴퓨터공학부,213,통신,21,정보통신
4295,특수건설장비전공,162,기계장비설비.설치,16,기계
4296,특수동물학과,242,축산,24,농림어업
4297,특수무기과,202,전자,20,전기.전자
4298,특수장비ㆍ통신��열,162,기계장비설비.설치,16,기계
4298,특수장비ㆍ통신계열,213,통신,21,정보통신
4299,특수전자정보학과,202,전자,20,전기.전자
4299,특수전자정보학과,213,통신,21,정보통신
4300,특수탄약과,173,단조.주조,17,재료
4301,특수통신과,213,통신,21,정보통신
4302,"특용식물(학)(과,전공)",181,화공,18,화학
4302,"특용식물(학)(과,전공)",221,식품,22,식품.가공
4302,"특용식물(학)(과,전공)",241,농업,24,농림어업
4303,특용작물가공과,241,농업,24,농림어업
4304,특용작물학과,221,식품,22,식품.가공
4304,특용작물학과,241,농업,24,농림어업
4305,티미디어시스템과,211,정보기술,21,정보통신
4306,패션·그래픽디자인학부,082,디자인,8,문화.예술.디자인.방송
4306,패션·그래픽디자인학부,192,의복,19,섬유.의복
4307,패션·제품디자인과,082,디자인,8,문화.예술.디자인.방송
4307,패션·제품디자인과,192,의복,19,섬유.의복
4308,패션계열,082,디자인,8,문화.예술.디자인.방송
4308,패션계열,192,의복,19,섬유.의복
4309,패션디자인(과ㆍ전공ㆍ계열),082,디자인,8,문화.예술.디자인.방송
4309,패션디자인(과ㆍ전공ㆍ계열),192,의복,19,섬유.의복
4310,패션디자인·실내환경디자인학과군,082,디자인,8,문화.예술.디자인.방송
4310,패션디자인·실내환경디자인학과군,141,건축,14,건설
4310,패션디자인·실내환경디자인학과군,192,의복,19,섬유.의복
4311,패션디자인·이벤트과,082,디자인,8,문화.예술.디자인.방송
4311,패션디자인·이벤트과,192,의복,19,섬유.의복
4312,"패션디자인비즈니스학(과,전공)",082,디자인,8,문화.예술.디자인.방송
4312,"패션디자인비즈니스학(과,전공)",192,의복,19,섬유.의복
4313,"패션디자인산업학(과,전공)",082,디자인,8,문화.예술.디자인.방송
4313,"패션디자인산업학(과,전공)",192,의복,19,섬유.의복
4314,패션디자인섬유공학과,082,디자인,8,문화.예술.디자인.방송
4314,패션디자인섬유공학과,191,섬유,19,섬유.의복
4315,패션디자인ㆍ산업과,082,디자인,8,문화.예술.디자인.방송
4315,패션디자인ㆍ산업과,192,의복,19,섬유.의복
4317,"패션디자인정보학(과,전공)",082,디자인,8,문화.예술.디자인.방송
4317,"패션디자인정보학(과,전공)",192,의복,19,섬유.의복
4318,패션디자인주거환경디자인학과군,082,디자인,8,문화.예술.디자인.방송
4318,패션디자인주거환경디자인학과군,141,건축,14,건설
4318,패션디자인주거환경디자인학과군,192,의복,19,섬유.의복
4319,"패션디자인학(과,부,전공)",082,디자인,8,문화.예술.디자인.방송
4319,"패션디자인학(과,부,전공)",192,의복,19,섬유.의복
4320,"패션마케팅(과,전공)",082,디자인,8,문화.예술.디자인.방송
4320,"패션마케팅(과,전공)",192,의복,19,섬유.의복
4321,패션메이킹과,082,디자인,8,문화.예술.디자인.방송
4321,패션메이킹과,192,의복,19,섬유.의복
4322,"패션뷰티(전공,학부)",082,디자인,8,문화.예술.디자인.방송
4322,"패션뷰티(전공,학부)",192,의복,19,섬유.의복
4323,"패션뷰티디자인(과,학과)",082,디자인,8,문화.예술.디자인.방송
4323,"패션뷰티디자인(과,학과)",192,의복,19,섬유.의복
4324,패션뷰티코디네이션과,082,디자인,8,문화.예술.디자인.방송
4325,패션비지니스과,082,디자인,8,문화.예술.디자인.방송
4325,패션비지니스과,192,의복,19,섬유.의복
4326,패션산업(학)(과ㆍ전공ㆍ부),082,디자인,8,문화.예술.디자인.방송
4326,패션산업(학)(과ㆍ전공ㆍ부),192,의복,19,섬유.의복
4327,"패션산업디자인(과,계열)",082,디자인,8,문화.예술.디자인.방송
4327,"패션산업디자인(과,계열)",192,의복,19,섬유.의복
4329,"패션섬유(계열,과,공학과)",192,의복,19,섬유.의복
4330,패션섬유디자인계열,082,디자인,8,문화.예술.디자인.방송
4330,패션섬유디자인계열,192,의복,19,섬유.의복
4331,패션섬유산업과,082,디자인,8,문화.예술.디자인.방송
4331,패션섬유산업과,192,의복,19,섬유.의복
4332,패션소재디자인과,082,디자인,8,문화.예술.디자인.방송
4332,패션소재디자인과,192,의복,19,섬유.의복
4333,패션소재산업전공,082,디자인,8,문화.예술.디자인.방송
4333,패션소재산업전공,192,의복,19,섬유.의복
4334,패션스타일리스트학과,082,디자인,8,문화.예술.디자인.방송
4334,패션스타일리스트학과,192,의복,19,섬유.의복
4335,패션ㆍ뷰티디자인학부,082,디자인,8,문화.예술.디자인.방송
4335,패션ㆍ뷰티디자인학부,192,의복,19,섬유.의복
4336,"패션ㆍ제품디자인(과,전공)",024,생산관리,2,경영.회계.사무
4336,"패션ㆍ제품디자인(과,전공)",082,디자인,8,문화.예술.디자인.방송
4336,"패션ㆍ제품디자인(과,전공)",083,방송,8,문화.예술.디자인.방송
4336,"패션ㆍ제품디자인(과,전공)",192,의복,19,섬유.의복
4337,패션악세사리디자인과,082,디자인,8,문화.예술.디자인.방송
4337,패션악세사리디자인과,232,목재.가구.공예,23,인쇄.목재.가구.공예
4338,패션액세서리학과,082,디자인,8,문화.예술.디자인.방송
4338,패션액세서리학과,232,목재.가구.공예,23,인쇄.목재.가구.공예
4339,"패션예술학(과,부)",191,섬유,19,섬유.의복
4340,패션의류학과,082,디자인,8,문화.예술.디자인.방송
4340,패션의류학과,192,의복,19,섬유.의복
4341,패션(학)(과ㆍ전공ㆍ부),082,디자인,8,문화.예술.디자인.방송
4341,패션(학)(과ㆍ전공ㆍ부),192,의복,19,섬유.의복
4342,패션정보공학전공,192,의복,19,섬유.의복
4343,패션정보기획전공,192,의복,19,섬유.의복
4344,패션조형디자인학과,082,디자인,8,문화.예술.디자인.방송
4344,패션조형디자인학과,191,섬유,19,섬유.의복
4345,패션쥬얼리디자인학과,082,디자인,8,문화.예술.디자인.방송
4345,패션쥬얼리디자인학과,232,목재.가구.공예,23,인쇄.목재.가구.공예
4346,패션코디네이션전공,082,디자인,8,문화.예술.디자인.방송
4346,패션코디네이션전공,192,의복,19,섬유.의복
4347,패션코디디스플레이과,082,디자인,8,문화.예술.디자인.방송
4347,패션코디디스플레이과,192,의복,19,섬유.의복
4348,패션코스튬디자인,082,디자인,8,문화.예술.디자인.방송
4348,패션코스튬디자인,192,의복,19,섬유.의복
4349,패션텍스타일과,082,디자인,8,문화.예술.디자인.방송
4349,패션텍스타일과,192,의복,19,섬유.의복
4350,패션텍스타일디자인전공,082,디자인,8,문화.예술.디자인.방송
4350,패션텍스타일디자인전공,192,의복,19,섬유.의복
4352,패키지매니지먼트학과,024,생산관리,2,경영.회계.사무
4353,패키징학과,024,생산관리,2,경영.회계.사무
4354,팬시디자인전공,082,디자인,8,문화.예술.디자인.방송
4355,"팬시캐릭터(전공,과)",082,디자인,8,문화.예술.디자인.방송
4356,팬시프로덕트디자인전공,082,디자인,8,문화.예술.디자인.방송
4357,퍼니처디자인전공,082,디자인,8,문화.예술.디자인.방송
4358,편집디자인과,082,디자인,8,문화.예술.디자인.방송
4359,"포장(과,학과)",024,생산관리,2,경영.회계.사무
4360,"포장디자인(과,전공)",024,생산관리,2,경영.회계.사무
4360,"포장디자인(과,전공)",082,디자인,8,문화.예술.디자인.방송
4361,포장물류과,024,생산관리,2,경영.회계.사무
4362,"표면공학(계열,과)",175,도장.도금,17,재료
4363,표면장식디자인과,082,디자인,8,문화.예술.디자인.방송
4363,표면장식디자인과,232,목재.가구.공예,23,인쇄.목재.가구.공예
4364,"표면처리(과,전공)",175,도장.도금,17,재료
4365,"푸드스타일리스트(과,전공)",082,디자인,8,문화.예술.디자인.방송
4365,"푸드스타일리스트(과,전공)",131,조리,13,음식서비스
4365,"푸드스타일리스트(과,전공)",221,식품,22,식품.가공
4366,푸드스타일링전공,082,디자인,8,문화.예술.디자인.방송
4366,푸드스타일링전공,131,조리,13,음식서비스
4366,푸드스타일링전공,221,식품,22,식품.가공
4367,"품질경영(과,전공)",024,생산관리,2,경영.회계.사무
4367,"품질경영(과,전공)",161,기계제작,16,기계
4368,"품질관리(과,전공)",024,생산관리,2,경영.회계.사무
4369,프랜차이즈비즈니스(과ㆍ전공),024,생산관리,2,경영.회계.사무
4370,프로게이머·해킹보안과,202,전자,20,전기.전자
4370,프로게이머·해킹보안과,213,통신,21,정보통신
4371,"프로덕트디자인학(과, 전공)",082,디자인,8,문화.예술.디자인.방송
4371,"프로덕트디자인학(과, 전공)",141,건축,14,건설
4372,프로덕트컨텐츠디자인전공,082,디자인,8,문화.예술.디자인.방송
4373,프로세스디자인공학전공,082,디자인,8,문화.예술.디자인.방송
4374,"플라워디자인(과,학과)",082,디자인,8,문화.예술.디자인.방송
4374,"플라워디자인(과,학과)",241,농업,24,농림어업
4375,플라워이벤트학전공,241,농업,24,농림어업
4376,플랜트설계과,162,기계장비설비.설치,16,기계
4377,플랜트설비자동화과,162,기계장비설비.설치,16,기계
4378,플로리스트과,082,디자인,8,문화.예술.디자인.방송
4378,플로리스트과,241,농업,24,농림어업
4379,피부관리심화전공,082,디자인,8,문화.예술.디자인.방송
4380,피부미용디자인과,061,보건.의료,6,보건.의료
4380,피부미용디자인과,061-2,보건.의료(국제의료관광코디네이터),6,보건.의료
4380,피부미용디자인과,082,디자인,8,문화.예술.디자인.방송
4381,피부미용(과ㆍ전공),061,보건.의료,6,보건.의료
4381,피부미용(과ㆍ전공),061-2,보건.의료(국제의료관광코디네이터),6,보건.의료
4381,피부미용(과ㆍ전공),082,디자인,8,문화.예술.디자인.방송
4382,"피아노(학)(과,전공)",232,목재.가구.공예,23,인쇄.목재.가구.공예
4383,피아노·오르간학과,232,목재.가구.공예,23,인쇄.목재.가구.공예
4384,하이테크디자인과,082,디자인,8,문화.예술.디자인.방송
4385,"하이테크CAD/CAM(과,전공)",202,전자,20,전기.전자
4385,"하이테크CAD/CAM(과,전공)",211,정보기술,21,정보통신
4387,한국복식그래픽학전공,082,디자인,8,문화.예술.디자인.방송
4387,한국복식그래픽학전공,192,의복,19,섬유.의복
4388,"한국식품조리학(과,전공)",131,조리,13,음식서비스
4388,"한국식품조리학(과,전공)",181,화공,18,화학
4388,"한국식품조리학(과,전공)",221,식품,22,식품.가공
4389,한국의상디자인전공,082,디자인,8,문화.예술.디자인.방송
4389,한국의상디자인전공,192,의복,19,섬유.의복
4390,한국화·서양화·조소전공,082,디자인,8,문화.예술.디자인.방송
4391,한국화전공,082,디자인,8,문화.예술.디자인.방송
4392,한국화학과,082,디자인,8,문화.예술.디자인.방송
4393,한방건강식품학과,131,조리,13,음식서비스
4393,한방건강식품학과,181,화공,18,화학
4393,한방건강식품학과,221,식품,22,식품.가공
4394,한방바이오식품과학과,131,조리,13,음식서비스
4394,한방바이오식품과학과,181,화공,18,화학
4394,한방바이오식품과학과,221,식품,22,식품.가공
4395,한방바이오식품전공,131,조리,13,음식서비스
4395,한방바이오식품전공,181,화공,18,화학
4395,한방바이오식품전공,221,식품,22,식품.가공
4396,한방바이오환경학과,261,환경,26,환경.에너지
4397,한방생명자원학과,181,화공,18,화학
4397,한방생명자원학과,221,식품,22,식품.가공
4397,한방생명자원학과,241,농업,24,농림어업
4398,한방식품과학부,131,조리,13,음식서비스
4398,한방식품과학부,181,화공,18,화학
4398,한방식품과학부,221,식품,22,식품.가공
4399,"한방식품영양학(과,전공)",131,조리,13,음식서비스
4399,"한방식품영양학(과,전공)",181,화공,18,화학
4399,"한방식품영양학(과,전공)",221,식품,22,식품.가공
4400,한방식품조리학전공,131,조리,13,음식서비스
4400,한방식품조리학전공,181,화공,18,화학
4400,한방식품조리학전공,221,식품,22,식품.가공
4401,"한방자원학(부, 과, 전공)",181,화공,18,화학
4401,"한방자원학(부, 과, 전공)",221,식품,22,식품.가공
4401,"한방자원학(부, 과, 전공)",241,농업,24,농림어업
4402,한방제약개발학과,181,화공,18,화학
4402,한방제약개발학과,221,식품,22,식품.가공
4402,한방제약개발학과,241,농업,24,농림어업
4403,한식전공,131,조리,13,음식서비스
4403,한식전공,221,식품,22,식품.가공
4404,한식조리창업전공,131,조리,13,음식서비스
4404,한식조리창업전공,221,식품,22,식품.가공
4405,한약자원개발(학)과,181,화공,18,화학
4405,한약자원개발(학)과,221,식품,22,식품.가공
4405,한약자원개발(학)과,241,농업,24,농림어업
4406,한약자원산업학과,181,화공,18,화학
4406,한약자원산업학과,221,식품,22,식품.가공
4406,한약자원산업학과,241,농업,24,농림어업
4407,한약자원학과,181,화공,18,화학
4407,한약자원학과,221,식품,22,식품.가공
4407,한약자원학과,241,농업,24,농림어업
4408,한약재개발학과,181,화공,18,화학
4408,한약재개발학과,221,식품,22,식품.가공
4408,한약재개발학과,241,농업,24,농림어업
4409,한약재료(학)과,181,화공,18,화학
4409,한약재료(학)과,221,식품,22,식품.가공
4409,한약재료(학)과,241,농업,24,농림어업
4410,한약재산업학과,181,화공,18,화학
4410,한약재산업학과,221,식품,22,식품.가공
4410,한약재산업학과,241,농업,24,농림어업
4411,한약재생산가공학과,181,화공,18,화학
4411,한약재생산가공학과,221,식품,22,식품.가공
4411,한약재생산가공학과,241,농업,24,농림어업
4412,한약재유통과,024,생산관리,2,경영.회계.사무
4413,함정특수장비과,162,기계장비설비.설치,16,기계
4413,함정특수장비과,202,전자,20,전기.전자
4414,항공계열,165,항공,16,기계
4415,항공교통관리학과,144,도시.교통,14,건설
4415,항공교통관리학과,165,항공,16,기계
4416,항공교통물류학부,144,도시.교통,14,건설
4416,항공교통물류학부,165,항공,16,기계
4417,"항공교통학(과,전공)",144,도시.교통,14,건설
4417,"항공교통학(과,전공)",165,항공,16,기계
4418,항공기계(학)과,165,항공,16,기계
4419,"항공기계공학(과,전공,부)",165,항공,16,기계
4420,항공기계산업공학부,165,항공,16,기계
4421,항공기계설계학부,165,항공,16,기계
4422,항공기시스템공학전공,165,항공,16,기계
4422,항공기시스템공학전공,181,화공,18,화학
4423,항공기전레포츠과,165,항공,16,기계
4424,항공ㆍ조선공학부,164,조선,16,기계
4424,항공ㆍ조선공학부,165,항공,16,기계
4425,"항공우주공학(과,전공)",165,항공,16,기계
4425,"항공우주공학(과,전공)",181,화공,18,화학
4426,항공우주및기계공학부,165,항공,16,기계
4427,항공우주ㆍ선박해양공학과군,142,토목,14,건설
