statisYy,jmCd,jmNm,grdCd,grdNm,mdobligFldCd,mdobligFldNm,mjrYnCcd,accumAcquCnt,yy1AcquCnt,yy2AcquCnt,yy3AcquCnt,yy4AcquCnt,yy5AcquCnt,yy6AcquCnt
2025,6360,철도운송기능사,40,기능사,91,운전.운송,N,1903,1903,0,0,0,0,0
2025,6380,공기조화기능사,40,기능사,162,기계장비설비.설치,N,16,16,0,0,0,0,0
2025,6381,축로기능사,40,기능사,171,금속.재료,N,2285,2096,55,21,60,22,31
2025,6382,인발기능사,40,기능사,171,금속.재료,N,126,126,0,0,0,0,0
2025,6390,원동기취급기능사,40,기능사,162,기계장비설비.설치,N,1666,1666,0,0,0,0,0
2025,6411,담배원료가공기능사,40,기능사,162,기계장비설비.설치,N,249,249,0,0,0,0,0
2025,6412,궐련제조기능사,40,기능사,162,기계장비설비.설치,N,393,393,0,0,0,0,0
2025,6413,담배포장기능사,40,기능사,162,기계장비설비.설치,N,427,427,0,0,0,0,0
2025,6414,담배재건조기능사,40,기능사,162,기계장비설비.설치,N,46,46,0,0,0,0,0
2025,6415,자동화설비기능사,40,기능사,162,기계장비설비.설치,N,45129,36528,2154,1618,1475,1523,1831
2025,6420,열처리기능사,40,기능사,171,금속.재료,N,27398,25941,410,285,239,274,249
2025,6440,주강용해기능사,40,기능사,173,단조.주조,N,2,2,0,0,0,0,0
2025,6450,주물사처리기능사,40,기능사,173,단조.주조,N,29,29,0,0,0,0,0
2025,6461,주조기능사,40,기능사,173,단조.주조,N,25428,25310,17,12,31,28,30
2025,6480,표면처리기능사,40,기능사,175,도장.도금,N,8724,8409,52,43,53,96,71
2025,6490,금속재료시험기능사,40,기능사,171,금속.재료,N,13631,13030,171,84,117,117,112
2025,6500,제선기능사,40,기능사,171,금속.재료,N,7616,6601,142,181,206,284,202
2025,6512,제강기능사,40,기능사,171,금속.재료,N,321,321,0,0,0,0,0
2025,6515,제강기능사,40,기능사,171,금속.재료,N,10727,9725,245,148,192,217,200
2025,6530,원형기능사,40,기능사,173,단조.주조,N,14141,14108,9,10,7,7,0
2025,6540,압연기능사2급,40,기능사,171,금속.재료,N,241,241,0,0,0,0,0
2025,6543,압연기능사,40,기능사,171,금속.재료,N,10135,9314,29,117,197,264,214
2025,6550,단조기능사,40,기능사,173,단조.주조,N,76,76,0,0,0,0,0
2025,6560,화학분석기능사,40,기능사,181,화공,N,151324,141648,2197,1733,1762,1736,2248
2025,6592,유기농업기능사,40,기능사,241,농업,N,27736,16911,2677,1075,3094,2191,1788
2025,6640,고무제품제조기능사,40,기능사,181,화공,N,1,1,0,0,0,0,0
2025,6641,내화물제조기능사,40,기능사,173,단조.주조,N,1,1,0,0,0,0,0
2025,6642,고분자제품제조기능사,40,기능사,181,화공,N,3,3,0,0,0,0,0
2025,6650,프라스틱제품기능사,40,기능사,181,화공,N,2,2,0,0,0,0,0
2025,6651,플라스틱성형가공기능사,40,기능사,167,금형.공작기계,N,64,64,0,0,0,0,0
2025,6655,세라믹기능사,40,기능사,171,금속.재료,N,2718,2718,0,0,0,0,0
2025,6660,제지기능사,40,기능사,243,임업,N,6,6,0,0,0,0,0
2025,6670,가죽처리기능사,40,기능사,181,화공,N,3,3,0,0,0,0,0
2025,6680,농약기능사,40,기능사,182,위험물,N,201,201,0,0,0,0,0
2025,6697,위험물기능사,40,기능사,182,위험물,N,152543,133690,4131,3574,3393,3755,4000
2025,6710,화약류제조기능사,40,기능사,181,화공,N,42,42,0,0,0,0,0
2025,6750,전기계측제어기능사,40,기능사,201,전기,N,1698,1698,0,0,0,0,0
2025,6772,철도전기신호기능사,40,기능사,201,전기,N,5809,3121,474,486,484,540,704
2025,6785,전자캐드기능사,40,기능사,202,전자,N,22166,18881,878,637,521,664,585
2025,6790,전자기능사,40,기능사,202,전자,N,547747,533698,4165,3499,2509,1912,1964
2025,6791,전자출판기능사,40,기능사,231,인쇄.사진,N,30850,26068,982,961,963,900,976
2025,6792,석공예기능사,40,기능사,232,목재.가구.공예,N,732,711,8,7,3,1,2
2025,6793,제품응용모델링기능사,40,기능사,82,디자인,N,5013,4773,54,51,46,46,43
2025,6801,임베디드기능사,40,기능사,202,전자,N,104508,101370,756,566,625,520,671
2025,6810,통신나선기능사,40,기능사,213,통신,N,1,1,0,0,0,0,0
2025,6820,통신케이블기능사,40,기능사,213,통신,N,6,6,0,0,0,0,0
2025,6830,유선설비기능사2급,40,기능사,213,통신,N,1726,1726,0,0,0,0,0
2025,6835,표면실장장비기능사,40,기능사,162,기계장비설비.설치,N,6959,4643,551,463,478,341,483
2025,6836,자동차보수도장기능사,40,기능사,166,자동차,N,20097,15088,1160,816,1056,943,1034
2025,6837,설비보전기능사,40,기능사,162,기계장비설비.설치,N,65592,53356,3360,2366,2509,2730,1271
2025,6860,음향통신기능사,40,기능사,213,통신,N,1133,1133,0,0,0,0,0
2025,6870,인쇄통신기능사,40,기능사,213,통신,N,28695,28695,0,0,0,0,0
2025,6880,무선설비기능사,40,기능사,212,방송.무선,N,111108,111108,0,0,0,0,0
2025,6892,정보기기운용기능사,40,기능사,211,정보기술,N,792361,786036,1138,887,1084,1259,1957
2025,6900,전화교환기능사,40,기능사,213,통신,N,103327,103327,0,0,0,0,0
2025,6910,선체설계기능사,40,기능사,164,조선,N,4181,4091,30,8,12,14,26
2025,6920,선체건조기능사,40,기능사,164,조선,N,3805,3663,27,33,19,21,42
2025,6921,프로그래밍기능사,40,기능사,211,정보기술,N,772226,752203,4674,2263,3402,4338,5346
2025,6960,선박기관정비기능사,40,기능사,164,조선,N,6264,5922,77,73,56,54,82
2025,6980,측량기능사,40,기능사,142,토목,N,105104,97323,1706,1625,1643,1368,1439
2025,6981,공간정보융합기능사,40,기능사,142,토목,N,153,0,0,0,68,46,39
2025,6990,석공기능사,40,기능사,142,토목,N,2794,2301,129,148,73,80,63
2025,7010,철도토목기능사,40,기능사,142,토목,N,3395,3323,9,0,18,19,26
2025,7020,콘크리트기능사,40,기능사,142,토목,N,25014,19804,1164,983,1073,1019,971
2025,7030,방수기능사,40,기능사,141,건축,N,112236,52419,17440,13620,11257,9400,8100
2025,7040,포장기능사,40,기능사,24,생산관리,N,107,107,0,0,0,0,0
2025,7061,전산응용건축제도기능사,40,기능사,141,건축,N,187986,161141,6013,4870,5575,5317,5070
2025,7070,조적기능사,40,기능사,141,건축,N,33626,33015,154,170,143,72,72
2025,7072,전산응용토목제도기능사,40,기능사,142,토목,N,40922,35620,1335,977,954,1046,990
2025,7080,철근기능사,40,기능사,141,건축,N,13222,7280,2482,1623,926,534,377
2025,7100,창호제작기능사2급,40,기능사,141,건축,N,57,57,0,0,0,0,0
2025,7102,금속재창호기능사,40,기능사,141,건축,N,21305,19240,522,470,440,335,298
2025,7103,플라스틱창호기능사,40,기능사,141,건축,N,4661,4235,99,81,105,93,48
2025,7110,미장기능사,40,기능사,141,건축,N,11420,10941,124,124,92,75,64
2025,7114,신재생에너지발전설비기능사(태양광),40,기능사,262,에너지.기상,N,8348,4472,742,677,966,912,579
2025,7120,비계기능사,40,기능사,141,건축,N,15572,10076,1142,1190,1181,1031,952
2025,7130,건축목공기능사,40,기능사,141,건축,N,38401,32066,964,1040,1449,1437,1445
2025,7132,건설재료시험기능사,40,기능사,142,토목,N,62806,59855,661,674,612,514,490
2025,7140,가구제작기능사,40,기능사,232,목재.가구.공예,N,10968,8743,455,451,541,407,371
2025,7150,건축도장기능사,40,기능사,141,건축,N,254629,172131,19065,18294,16310,14861,13968
2025,7151,유리시공기능사,40,기능사,141,건축,N,2453,2117,81,78,56,71,50
2025,7152,실내건축기능사,40,기능사,141,건축,N,48443,41171,1383,1326,1451,1534,1578
2025,7161,온수온돌기능사,40,기능사,141,건축,N,88738,41464,10042,9687,9708,9726,8111
2025,7170,거푸집기능사,40,기능사,141,건축,N,43754,25390,5658,5014,3205,2304,2183
2025,7180,도배기능사,40,기능사,141,건축,N,39212,28448,1624,1736,2364,2311,2729
2025,7210,타일기능사,40,기능사,141,건축,N,37935,25545,2988,2769,2489,2143,2001
2025,7241,방적기능사,40,기능사,191,섬유,N,510,510,0,0,0,0,0
2025,7250,생사기능사,40,기능사,191,섬유,N,62,62,0,0,0,0,0
2025,7282,직기조정기능사,40,기능사,191,섬유,N,14644,14644,0,0,0,0,0
2025,7301,염색기능사(침염),40,기능사,191,섬유,N,13881,13287,142,128,116,104,104
2025,7302,염색기능사(날염),40,기능사,191,섬유,N,11426,11325,25,22,17,18,19
2025,7310,직물가공기능사,40,기능사,191,섬유,N,36,36,0,0,0,0,0
2025,7311,섬유제도디자인기능사,40,기능사,191,섬유,N,225,225,0,0,0,0,0
2025,7330,시추기능사,40,기능사,151,채광,N,4493,4493,0,0,0,0,0
2025,7350,선광기능사,40,기능사,151,채광,N,107,107,0,0,0,0,0
2025,7380,광산보안기능사,40,기능사,151,채광,N,27777,27777,0,0,0,0,0
2025,7430,나전칠기기능사2급,40,기능사,232,목재.가구.공예,N,81,81,0,0,0,0,0
2025,7431,패세공기능사,40,기능사,232,목재.가구.공예,N,150,150,0,0,0,0,0
2025,7432,칠기기능사,40,기능사,232,목재.가구.공예,N,412,412,0,0,0,0,0
2025,7440,금속공예기능사,40,기능사,232,목재.가구.공예,N,4162,4162,0,0,0,0,0
2025,7450,금속도장기능사,40,기능사,175,도장.도금,N,7265,6877,72,65,83,86,82
2025,7460,귀금속가공기능사,40,기능사,232,목재.가구.공예,N,15268,14036,319,261,172,212,268
2025,7471,방사선비파괴검사기능사,40,기능사,252,비파괴검사,N,13819,13338,181,96,55,75,74
2025,7472,초음파비파괴검사기능사,40,기능사,252,비파괴검사,N,7090,6311,221,173,153,108,124
2025,7473,자기비파괴검사기능사,40,기능사,252,비파괴검사,N,11982,9909,519,372,349,427,406
2025,7474,침투비파괴검사기능사,40,기능사,252,비파괴검사,N,17977,15160,542,572,524,605,574
2025,7475,와전류비파괴검사기능사,40,기능사,252,비파괴검사,N,264,264,0,0,0,0,0
2025,7476,비파괴검사기능사2급,40,기능사,252,비파괴검사,N,10,10,0,0,0,0,0
2025,7477,누설비파괴검사기능사,40,기능사,252,비파괴검사,N,176,176,0,0,0,0,0
2025,7480,목공예기능사,40,기능사,232,목재.가구.공예,N,6548,5954,114,100,131,115,134
2025,7481,축산기능사,40,기능사,242,축산,N,28859,24063,842,833,843,1110,1168
2025,7482,식육처리기능사,40,기능사,242,축산,N,12386,10190,425,374,449,462,486
2025,7483,천공기운전기능사,40,기능사,146,건설기계운전,N,9690,6267,668,754,822,633,546
2025,7490,인판공예기능사,40,기능사,232,목재.가구.공예,N,1,1,0,0,0,0,0
2025,7500,문선식자기능사2급,40,기능사,231,인쇄.사진,N,13,13,0,0,0,0,0
2025,7501,문선식자기능사,40,기능사,231,인쇄.사진,N,73,73,0,0,0,0,0
2025,7502,문선식자기능사,40,기능사,231,인쇄.사진,N,91,91,0,0,0,0,0
2025,7520,인쇄기능사2급,40,기능사,231,인쇄.사진,N,107,107,0,0,0,0,0
2025,7523,인쇄기능사,40,기능사,231,인쇄.사진,N,231,231,0,0,0,0,0
2025,7524,인쇄기능사,40,기능사,231,인쇄.사진,N,11109,10922,49,42,39,32,25
2025,7525,인쇄기능사,40,기능사,231,인쇄.사진,N,7,7,0,0,0,0,0
2025,7533,제판기능사,40,기능사,231,인쇄.사진,N,4,4,0,0,0,0,0
2025,7535,인쇄사진기능사,40,기능사,231,인쇄.사진,N,9,9,0,0,0,0,0
2025,7540,옵셋제판기능사2급,40,기능사,231,인쇄.사진,N,50,50,0,0,0,0,0
2025,7550,홍삼제조기능사,40,기능사,221,식품,N,68,68,0,0,0,0,0
2025,7591,식품가공기능사,40,기능사,221,식품,N,54012,47245,1357,1372,1369,1299,1370
2025,7611,어로기능사,40,기능사,244,어업,N,3219,3219,0,0,0,0,0
2025,7612,잠수기능사,40,기능사,142,토목,N,9469,7648,383,439,274,334,391
2025,7620,종자기능사,40,기능사,241,농업,N,57932,51389,773,1240,1326,1562,1642
2025,7625,화훼장식기능사,40,기능사,241,농업,N,49921,37560,3532,2624,2483,1929,1793
2025,7630,임업종묘기능사,40,기능사,243,임업,N,6330,5705,118,107,107,128,165
2025,7631,버섯종균기능사,40,기능사,243,임업,N,17565,14118,932,750,681,628,456
2025,7632,산림기능사,40,기능사,243,임업,N,25700,13964,2294,2325,2320,2217,2580
2025,7633,식물보호기능사,40,기능사,243,임업,N,222,222,0,0,0,0,0
2025,7644,임산가공기능사,40,기능사,243,임업,N,731,722,7,1,1,0,0
2025,7645,목재가공기능사,40,기능사,243,임업,N,7,0,0,0,0,3,4
2025,7646,펄프종이제조기능사,40,기능사,243,임업,N,2,1,0,0,0,1,0
2025,7650,지적기능사,40,기능사,142,토목,N,17954,15143,673,626,607,520,385
2025,7660,도화기능사,40,기능사,142,토목,N,390,321,4,4,11,28,22
2025,7670,항공사진기능사,40,기능사,142,토목,N,4470,3168,135,229,220,344,374
2025,7671,광학기능사,40,기능사,202,전자,N,228,227,0,0,1,0,0
2025,7680,지도제작기능사,40,기능사,142,토목,N,8291,3271,1207,752,1089,901,1071
2025,7691,담배원료가공기계정비기능사,40,기능사,162,기계장비설비.설치,N,72,72,0,0,0,0,0
2025,7692,궐련제조기계정비기능사,40,기능사,162,기계장비설비.설치,N,106,106,0,0,0,0,0
2025,7693,담배포장기계정비기능사,40,기능사,162,기계장비설비.설치,N,72,72,0,0,0,0,0
2025,7694,담배재건조기계정비기능사,40,기능사,162,기계장비설비.설치,N,13,13,0,0,0,0,0
2025,7700,수산양식기능사,40,기능사,244,어업,N,8716,8187,113,111,76,99,130
2025,7720,통신선로기능사,40,기능사,213,통신,N,32339,32339,0,0,0,0,0
2025,7723,한복기능사,40,기능사,192,의복,N,6231,5879,93,87,56,63,53
2025,7730,방송통신기능사,40,기능사,212,방송.무선,N,4130,4130,0,0,0,0,0
2025,7745,통신기기기능사,40,기능사,213,통신,N,32193,32193,0,0,0,0,0
2025,7750,농화학기능사,40,기능사,241,농업,N,11,11,0,0,0,0,0
2025,7761,에너지관리기능사,40,기능사,262,에너지.기상,N,212898,197459,3644,2704,2923,3021,3147
2025,7770,화공기계기능사,40,기능사,181,화공,N,1181,1181,0,0,0,0,0
2025,7780,전기기능사,40,기능사,201,전기,N,691264,572264,23782,20454,23084,24263,27417
2025,7785,3D프린터운용기능사,40,기능사,202,전자,N,19190,3937,2938,2666,3446,2999,3204
2025,7790,공업계측제어기능사,40,기능사,202,전자,N,1414,1414,0,0,0,0,0
2025,7795,사진기능사,40,기능사,231,인쇄.사진,N,24655,20460,804,880,833,780,898
2025,7796,컴퓨터그래픽기능사,40,기능사,82,디자인,N,265644,231096,8167,7174,6671,6808,5728
2025,7798,웹디자인개발기능사,40,기능사,82,디자인,N,53246,42110,3115,2413,2324,2028,1256
2025,7801,편물기능사(수편물),40,기능사,191,섬유,N,179,179,0,0,0,0,0
2025,7802,편물기능사(기계편물),40,기능사,191,섬유,N,515,515,0,0,0,0,0
2025,7811,자수기능사(수자수),40,기능사,232,목재.가구.공예,N,1171,1171,0,0,0,0,0
2025,7812,자수기능사(기계자수),40,기능사,232,목재.가구.공예,N,2847,2847,0,0,0,0,0
2025,7820,담배제조기계기능사,40,기능사,162,기계장비설비.설치,N,189,189,0,0,0,0,0
2025,7834,타워크레인운전기능사,40,기능사,146,건설기계운전,N,11004,7615,562,770,916,702,439
2025,7835,컨테이너크레인운전기능사,40,기능사,146,건설기계운전,N,3185,2121,206,209,218,206,225
2025,7861,기중기운전기능사,40,기능사,146,건설기계운전,N,92320,80542,2337,2313,2686,2366,2076
2025,7862,굴착기운전기능사,40,기능사,146,건설기계운전,N,557895,439341,26385,26742,24842,21832,18753
2025,7863,불도저운전기능사,40,기능사,146,건설기계운전,N,21577,19558,317,391,475,448,388
2025,7864,천장크레인운전기능사,40,기능사,146,건설기계운전,N,43840,37669,978,1036,1279,1376,1502
2025,7866,로더운전기능사,40,기능사,146,건설기계운전,N,100634,80195,4246,4286,4422,3951,3534
2025,7867,쇄석기운전기능사,40,기능사,146,건설기계운전,N,2588,2588,0,0,0,0,0
2025,7868,준설선운전기능사,40,기능사,146,건설기계운전,N,973,973,0,0,0,0,0
2025,7871,롤러운전기능사,40,기능사,146,건설기계운전,N,32286,23261,1631,1695,1923,1903,1873
2025,7874,콘크리트믹서운전기능사,40,기능사,146,건설기계운전,N,5,5,0,0,0,0,0
2025,7875,지게차운전기능사,40,기능사,146,건설기계운전,N,971080,659705,57873,59123,63735,64860,65784
2025,7876,공기압축기운전기능사,40,기능사,146,건설기계운전,N,2531,2531,0,0,0,0,0
2025,7877,덤프트럭운전기능사,40,기능사,146,건설기계운전,N,4,4,0,0,0,0,0
2025,7881,유독물취급기능사,40,기능사,182,위험물,N,1059,1059,0,0,0,0,0
2025,7884,시멘트제조기능사2급,40,기능사,171,금속.재료,N,18,18,0,0,0,0,0
2025,7888,광고도장기능사,40,기능사,175,도장.도금,N,20690,20625,27,7,14,17,0
2025,7889,보석가공기능사,40,기능사,232,목재.가구.공예,N,1686,1551,31,23,38,19,24
2025,7890,도자공예기능사,40,기능사,232,목재.가구.공예,N,13165,10996,442,355,446,464,462
2025,7891,인장공예기능사,40,기능사,232,목재.가구.공예,N,557,557,0,0,0,0,0
2025,7892,제과기능사,40,기능사,222,제과.제빵,N,226874,164700,14254,14382,12860,10881,9797
2025,7893,제빵기능사,40,기능사,222,제과.제빵,N,302559,229857,16475,16094,14942,13067,12124
2025,7894,양복기능사,40,기능사,192,의복,N,4151,4151,0,0,0,0,0
2025,7895,양장기능사,40,기능사,192,의복,N,8537,8537,0,0,0,0,0
2025,7896,등죽세공예기능사,40,기능사,232,목재.가구.공예,N,281,281,0,0,0,0,0
2025,7900,조경기능사,40,기능사,143,조경,N,123194,87533,7431,7474,7764,6441,6551
2025,7901,원예기능사,40,기능사,241,농업,N,8221,6480,128,450,526,257,380
2025,7903,조화공예기능사,40,기능사,232,목재.가구.공예,N,1308,1308,0,0,0,0,0
2025,7904,신발제조기능사,40,기능사,192,의복,N,2334,2212,21,10,34,29,28
2025,7905,제책기능사,40,기능사,231,인쇄.사진,N,112,112,0,0,0,0,0
2025,7907,미용사,40,기능사,121,이용.미용,N,406640,406640,0,0,0,0,0
2025,7908,이용사,40,기능사,121,이용.미용,N,72126,60370,2380,2351,2389,2276,2360
2025,7910,한식조리기능사,40,기능사,131,조리,N,1094642,1004824,22788,19198,17817,15448,14567
2025,7911,양식조리기능사,40,기능사,131,조리,N,348746,311753,9165,7816,6837,6622,6553
2025,7912,일식조리기능사,40,기능사,131,조리,N,91183,79926,2547,2318,2078,2089,2225
2025,7913,중식조리기능사,40,기능사,131,조리,N,113012,93032,4977,4178,3549,3609,3667
2025,7914,복어조리기능사,40,기능사,131,조리,N,18045,16478,293,255,363,312,344
2025,7916,조주기능사,40,기능사,131,조리,N,82275,61980,4683,4167,4328,3599,3518
2025,7917,피아노조율기능사,40,기능사,232,목재.가구.공예,N,2331,2255,10,25,14,16,11
2025,7918,환경기능사,40,기능사,261,환경,N,57372,43457,3058,2652,3014,2929,2262
2025,7920,영사기능사,40,기능사,83,방송,N,1738,1738,0,0,0,0,0
2025,7930,양화장치운전기능사,40,기능사,146,건설기계운전,N,2969,2564,58,74,85,104,84
2025,7931,남성복기능사,40,기능사,192,의복,N,1938,1695,65,52,51,31,44
2025,7932,여성복기능사,40,기능사,192,의복,N,19507,17955,370,345,307,269,261
2025,7937,미용사(일반),40,기능사,121,이용.미용,N,228640,172862,13627,11505,10199,10272,10175
2025,7940,승강기기능사,40,기능사,162,기계장비설비.설치,N,131380,108117,6083,4383,4640,4726,3431
2025,7947,미용사(피부),40,기능사,121,이용.미용,N,270961,219700,8428,11961,11225,10265,9382
2025,7950,표구기능사,40,기능사,232,목재.가구.공예,N,187,187,0,0,0,0,0
2025,7957,미용사(네일),40,기능사,121,이용.미용,N,121364,80131,10400,8886,8361,7316,6270
2025,7960,세탁기능사,40,기능사,192,의복,N,42765,40934,496,311,389,382,253
2025,7967,미용사(메이크업),40,기능사,121,이용.미용,N,67406,37428,5300,7654,5993,5648,5383
2025,7970,화약취급기능사,40,기능사,151,채광,N,4277,3933,50,45,87,57,105
2025,7980,보석감정사,40,기능사,232,목재.가구.공예,N,9651,8142,327,331,345,208,298
2025,7992,떡제조기능사,40,기능사,222,제과.제빵,N,19148,4543,3199,2910,3405,2754,2337
2025,8010,선반기능사보,41,기능사보,161,기계제작,N,11576,11576,0,0,0,0,0
2025,8020,형평삭기능사보,41,기능사보,161,기계제작,N,3,3,0,0,0,0,0
2025,8030,밀링기능사보,41,기능사보,161,기계제작,N,1477,1477,0,0,0,0,0
2025,8040,보오링기능사보,41,기능사보,161,기계제작,N,1,1,0,0,0,0,0
2025,8050,다듬질기능사보,41,기능사보,161,기계제작,N,7058,7058,0,0,0,0,0
2025,8061,기어절삭기능사보,41,기능사보,161,기계제작,N,20,20,0,0,0,0,0
2025,8062,연삭기능사보,41,기능사보,161,기계제작,N,78,78,0,0,0,0,0
2025,8070,공구제작기능사보,41,기능사보,167,금형.공작기계,N,3,3,0,0,0,0,0
2025,8080,프레스금형기능사보,41,기능사보,167,금형.공작기계,N,706,706,0,0,0,0,0
2025,8090,사출금형기능사보,41,기능사보,167,금형.공작기계,N,23,23,0,0,0,0,0
2025,8100,정밀측정기능사보,41,기능사보,161,기계제작,N,722,722,0,0,0,0,0
2025,8120,일반판금기능사보,41,기능사보,172,판금.제관.새시,N,746,746,0,0,0,0,0
2025,8130,타출판금기능사보,41,기능사보,172,판금.제관.새시,N,39,39,0,0,0,0,0
2025,8140,자동차판금기능사보,41,기능사보,172,판금.제관.새시,N,188,188,0,0,0,0,0
2025,8150,제관기능사보,41,기능사보,172,판금.제관.새시,N,2,2,0,0,0,0,0
2025,8160,철골구조물기능사보,41,기능사보,172,판금.제관.새시,N,230,230,0,0,0,0,0
2025,8170,배관기능사보,41,기능사보,145,건설배관,N,1022,1022,0,0,0,0,0
2025,8173,건축배관기능사보,41,기능사보,145,건설배관,N,7130,7130,0,0,0,0,0
2025,8174,공업배관기능사보,41,기능사보,145,건설배관,N,1913,1913,0,0,0,0,0
2025,8180,전기용접기능사보,41,기능사보,174,용접,N,54252,54252,0,0,0,0,0
2025,8190,가스용접기능사보,41,기능사보,174,용접,N,2909,2909,0,0,0,0,0
2025,8200,시계수리기능사보,41,기능사보,162,기계장비설비.설치,N,175,175,0,0,0,0,0
2025,8210,자동차새시정비기능사보,41,기능사보,166,자동차,N,15925,15925,0,0,0,0,0
2025,8220,자동차기관정비기능사보,41,기능사보,166,자동차,N,46484,46484,0,0,0,0,0
2025,8222,특수용접기능사보,41,기능사보,174,용접,N,3220,3220,0,0,0,0,0
2025,8230,자동차전기정비기능사보,41,기능사보,166,자동차,N,9934,9934,0,0,0,0,0
2025,8240,중기정비기능사보,41,기능사보,162,기계장비설비.설치,N,5719,5719,0,0,0,0,0
2025,8241,건설기계차체정비기능사보,41,기능사보,162,기계장비설비.설치,N,1010,1010,0,0,0,0,0
2025,8242,건설기계기관정비기능사보,41,기능사보,162,기계장비설비.설치,N,1081,1081,0,0,0,0,0
2025,8243,양화장치운전기능사보,41,기능사보,146,건설기계운전,N,1204,1204,0,0,0,0,0
2025,8251,농기계운전기능사보,41,기능사보,91,운전.운송,N,19713,19713,0,0,0,0,0
2025,8260,고압가스기계기능사보,41,기능사보,251,안전관리,N,244,244,0,0,0,0,0
2025,8270,고압가스냉동기계기능사보,41,기능사보,251,안전관리,N,3436,3436,0,0,0,0,0
2025,8280,고압가스취급기능사보,41,기능사보,251,안전관리,N,593,593,0,0,0,0,0
2025,8290,철도동력차기관정비기능사보,41,기능사보,163,철도,N,191,191,0,0,0,0,0
2025,8300,철도동력차전기정비기능사보,41,기능사보,163,철도,N,95,95,0,0,0,0,0
2025,8310,객화차정비기능사보,41,기능사보,163,철도,N,1287,1287,0,0,0,0,0
2025,8320,공기조화기능사보,41,기능사보,162,기계장비설비.설치,N,67,67,0,0,0,0,0
2025,8330,담배제조기계기능사보,41,기능사보,162,기계장비설비.설치,N,2127,2127,0,0,0,0,0
2025,8331,담배원료가공기능사보,41,기능사보,162,기계장비설비.설치,N,340,340,0,0,0,0,0
2025,8332,궐련제조기능사보,41,기능사보,162,기계장비설비.설치,N,340,340,0,0,0,0,0
2025,8333,담배포장기능사보,41,기능사보,162,기계장비설비.설치,N,536,536,0,0,0,0,0
2025,8334,담배재건조기능사보,41,기능사보,162,기계장비설비.설치,N,128,128,0,0,0,0,0
2025,8341,열처리기능사보,41,기능사보,171,금속.재료,N,811,811,0,0,0,0,0
2025,8360,주강용해기능사보,41,기능사보,173,단조.주조,N,21,21,0,0,0,0,0
2025,8361,광산기계기능사보,41,기능사보,151,채광,N,13,13,0,0,0,0,0
2025,8371,주조기능사보,41,기능사보,173,단조.주조,N,1265,1265,0,0,0,0,0
2025,8381,축로기능사보,41,기능사보,171,금속.재료,N,917,917,0,0,0,0,0
2025,8382,인발기능사보,41,기능사보,171,금속.재료,N,161,161,0,0,0,0,0
2025,8390,전기도금기능사보,41,기능사보,175,도장.도금,N,952,952,0,0,0,0,0
2025,8391,특수도금기능사보,41,기능사보,175,도장.도금,N,29,29,0,0,0,0,0
2025,8401,제선기능사보,41,기능사보,171,금속.재료,N,3,3,0,0,0,0,0
2025,8430,원형기능사보,41,기능사보,173,단조.주조,N,504,504,0,0,0,0,0
2025,8440,압연기능사보,41,기능사보,171,금속.재료,N,50,50,0,0,0,0,0
2025,8441,열간압연기능사보,41,기능사보,171,금속.재료,N,9,9,0,0,0,0,0
2025,8442,냉간압연기능사보,41,기능사보,171,금속.재료,N,34,34,0,0,0,0,0
2025,8450,단조기능사보,41,기능사보,173,단조.주조,N,59,59,0,0,0,0,0
2025,8481,축산기능사보,41,기능사보,242,축산,N,29,29,0,0,0,0,0
2025,8510,도자기제조기능사보,41,기능사보,171,금속.재료,N,828,828,0,0,0,0,0
2025,8520,유리제조기능사보,41,기능사보,171,금속.재료,N,56,56,0,0,0,0,0
2025,8530,고무제품제조기능사보,41,기능사보,181,화공,N,210,210,0,0,0,0,0
2025,8534,사진제판기능사보,41,기능사보,231,인쇄.사진,N,266,266,0,0,0,0,0
2025,8535,인쇄사진기능사보,41,기능사보,231,인쇄.사진,N,5,5,0,0,0,0,0
2025,8537,사진제판기능사보,41,기능사보,231,인쇄.사진,N,16,16,0,0,0,0,0
2025,8540,플라스틱제품제조기능사보,41,기능사보,181,화공,N,586,586,0,0,0,0,0
2025,8550,제지기능사보,41,기능사보,243,임업,N,16,16,0,0,0,0,0
2025,8551,제지기능사보,41,기능사보,243,임업,N,2,2,0,0,0,0,0
2025,8554,제지기능사보,41,기능사보,243,임업,N,1,1,0,0,0,0,0
2025,8560,가죽처리기능사보,41,기능사보,181,화공,N,8,8,0,0,0,0,0
2025,8570,고압가스화학기능사보,41,기능사보,251,안전관리,N,227,227,0,0,0,0,0
2025,8580,발전기기능사보,41,기능사보,201,전기,N,1023,1023,0,0,0,0,0
2025,8612,잠수기능사보,41,기능사보,142,토목,N,289,289,0,0,0,0,0
2025,8620,내선공사기능사보,41,기능사보,201,전기,N,16307,16307,0,0,0,0,0
2025,8630,외선공사기능사보,41,기능사보,201,전기,N,4984,4984,0,0,0,0,0
2025,8631,버섯종묘기능사보,41,기능사보,243,임업,N,4,4,0,0,0,0,0
2025,8632,영림기능사보,41,기능사보,243,임업,N,1489,1489,0,0,0,0,0
2025,8640,동력배선기능사보,41,기능사보,201,전기,N,230,230,0,0,0,0,0
2025,8650,신호보안기능사보,41,기능사보,201,전기,N,50,50,0,0,0,0,0
2025,8670,전자기기기능사보,41,기능사보,202,전자,N,26501,26501,0,0,0,0,0
