ncsID,대직무코드,대직무분류,중직무코드,중직무분류,소직무코드,소직무분류,normalized_key
178,19,전기.전자,1,전기,4,지능형전력망설비,전기.전자_전기_지능형전력망설비
179,19,전기.전자,1,전기,5,전기기기제작,전기.전자_전기_전기기기제작
180,19,전기.전자,1,전기,6,전기설비설계.감리,전기.전자_전기_전기설비설계.감리
181,19,전기.전자,1,전기,7,전기공사,전기.전자_전기_전기공사
182,19,전기.전자,1,전기,8,전기자동제어,전기.전자_전기_전기자동제어
183,19,전기.전자,1,전기,9,전기철도,전기.전자_전기_전기철도
184,19,전기.전자,1,전기,10,철도신호제어,전기.전자_전기_철도신호제어
185,19,전기.전자,1,전기,11,초임계CO2발전,전기.전자_전기_초임계CO2발전
186,19,전기.전자,1,전기,12,미래형전기시스템,전기.전자_전기_미래형전기시스템
187,19,전기.전자,1,전기,13,전지,전기.전자_전기_전지
188,19,전기.전자,2,전자기기일반,1,전자제품개발 기획.생산,전기.전자_전자기기일반_전자제품개발 기획.생산
189,19,전기.전자,2,전자기기일반,2,전자부품기획.생산,전기.전자_전자기기일반_전자부품기획.생산
190,19,전기.전자,2,전자기기일반,3,전자제품고객지원,전기.전자_전자기기일반_전자제품고객지원
191,19,전기.전자,3,전자기기개발,1,가전기기개발,전기.전자_전자기기개발_가전기기개발
192,19,전기.전자,3,전자기기개발,2,산업용전자기기개발,전기.전자_전자기기개발_산업용전자기기개발
193,19,전기.전자,3,전자기기개발,3,정보통신기기개발,전기.전자_전자기기개발_정보통신기기개발
194,19,전기.전자,3,전자기기개발,4,전자응용기기개발,전기.전자_전자기기개발_전자응용기기개발
195,19,전기.전자,3,전자기기개발,5,전자부품개발,전기.전자_전자기기개발_전자부품개발
196,19,전기.전자,3,전자기기개발,6,반도체개발,전기.전자_전자기기개발_반도체개발
197,19,전기.전자,3,전자기기개발,7,디스플레이개발,전기.전자_전자기기개발_디스플레이개발
198,19,전기.전자,3,전자기기개발,8,로봇개발,전기.전자_전자기기개발_로봇개발
199,19,전기.전자,3,전자기기개발,9,의료장비제조,전기.전자_전자기기개발_의료장비제조
200,19,전기.전자,3,전자기기개발,10,광기술개발,전기.전자_전자기기개발_광기술개발
201,19,전기.전자,3,전자기기개발,11,착용형스마트기기,전기.전자_전자기기개발_착용형스마트기기
202,19,전기.전자,3,전자기기개발,12,플렉시블디스플레이개발,전기.전자_전자기기개발_플렉시블디스플레이개발
203,19,전기.전자,3,전자기기개발,13,스마트팜개발,전기.전자_전자기기개발_스마트팜개발
204,19,전기.전자,3,전자기기개발,14,OLED개발,전기.전자_전자기기개발_OLED개발
205,19,전기.전자,3,전자기기개발,15,커넥티드카개발,전기.전자_전자기기개발_커넥티드카개발
206,19,전기.전자,3,전자기기개발,16,자율주행개발,전기.전자_전자기기개발_자율주행개발
207,19,전기.전자,3,전자기기개발,17,원격시스템개발,전기.전자_전자기기개발_원격시스템개발
208,20,정보통신,1,정보기술,1,정보기술전략.계획,정보통신_정보기술_정보기술전략.계획
209,20,정보통신,1,정보기술,2,정보기술개발,정보통신_정보기술_정보기술개발
210,20,정보통신,1,정보기술,3,정보기술관리,정보통신_정보기술_정보기술관리
211,20,정보통신,1,정보기술,4,정보기술영업,정보통신_정보기술_정보기술영업
212,20,정보통신,1,정보기술,5,정보보호,정보통신_정보기술_정보보호
213,20,정보통신,1,정보기술,6,인공지능,정보통신_정보기술_인공지능
214,20,정보통신,1,정보기술,7,블록체인,정보통신_정보기술_블록체인
215,20,정보통신,1,정보기술,8,스마트물류,정보통신_정보기술_스마트물류
216,20,정보통신,1,정보기술,9,디지털트윈,정보통신_정보기술_디지털트윈
217,20,정보통신,1,정보기술,10,개인정보보호,정보통신_정보기술_개인정보보호
218,20,정보통신,2,통신기술,1,유선통신구축,정보통신_통신기술_유선통신구축
219,20,정보통신,2,통신기술,2,무선통신구축,정보통신_통신기술_무선통신구축
220,20,정보통신,2,통신기술,3,통신서비스,정보통신_통신기술_통신서비스
221,20,정보통신,2,통신기술,4,실감형콘텐츠제작,정보통신_통신기술_실감형콘텐츠제작
222,20,정보통신,3,방송기술,1,방송제작기술,정보통신_방송기술_방송제작기술
223,20,정보통신,3,방송기술,2,방송서비스,정보통신_방송기술_방송서비스
224,21,식품가공,1,식품가공,1,식품가공,식품가공_식품가공_식품가공
225,21,식품가공,1,식품가공,2,식품저장,식품가공_식품가공_식품저장
226,21,식품가공,1,식품가공,3,식품유통,식품가공_식품가공_식품유통
227,21,식품가공,2,제과.제빵.떡제조,1,제과.제빵.떡제조,식품가공_제과.제빵.떡제조_제과.제빵.떡제조
228,22,인쇄.목재.가구.공예,1,인쇄.출판,1,출판,인쇄.목재.가구.공예_인쇄.출판_출판
229,22,인쇄.목재.가구.공예,1,인쇄.출판,2,인쇄,인쇄.목재.가구.공예_인쇄.출판_인쇄
230,22,인쇄.목재.가구.공예,2,공예,1,공예,인쇄.목재.가구.공예_공예_공예
231,22,인쇄.목재.가구.공예,2,공예,2,귀금속.보석,인쇄.목재.가구.공예_공예_귀금속.보석
232,23,환경.에너지.안전,1,산업환경,1,수질관리,환경.에너지.안전_산업환경_수질관리
233,23,환경.에너지.안전,1,산업환경,2,대기관리,환경.에너지.안전_산업환경_대기관리
234,23,환경.에너지.안전,1,산업환경,3,폐기물관리,환경.에너지.안전_산업환경_폐기물관리
235,23,환경.에너지.안전,1,산업환경,4,소음진동관리,환경.에너지.안전_산업환경_소음진동관리
236,23,환경.에너지.안전,1,산업환경,5,토양.지하수관리,환경.에너지.안전_산업환경_토양.지하수관리
237,23,환경.에너지.안전,2,환경보건,1,환경보건관리,환경.에너지.안전_환경보건_환경보건관리
238,23,환경.에너지.안전,3,자연환경,1,생태복원.관리,환경.에너지.안전_자연환경_생태복원.관리
239,23,환경.에너지.안전,4,환경서비스,1,환경경영,환경.에너지.안전_환경서비스_환경경영
240,23,환경.에너지.안전,4,환경서비스,2,환경평가,환경.에너지.안전_환경서비스_환경평가
241,23,환경.에너지.안전,5,에너지.자원,1,광물.석유자원개발.생산,환경.에너지.안전_에너지.자원_광물.석유자원개발.생산
242,23,환경.에너지.안전,5,에너지.자원,2,광산환경관리,환경.에너지.안전_에너지.자원_광산환경관리
243,23,환경.에너지.안전,5,에너지.자원,3,광산보안,환경.에너지.안전_에너지.자원_광산보안
244,23,환경.에너지.안전,5,에너지.자원,4,재생에너지,환경.에너지.안전_에너지.자원_재생에너지
245,23,환경.에너지.안전,5,에너지.자원,5,에너지관리,환경.에너지.안전_에너지.자원_에너지관리
246,23,환경.에너지.안전,5,에너지.자원,6,신에너지,환경.에너지.안전_에너지.자원_신에너지
247,23,환경.에너지.안전,6,산업안전보건,1,산업안전관리,환경.에너지.안전_산업안전보건_산업안전관리
248,23,환경.에너지.안전,6,산업안전보건,2,산업보건관리,환경.에너지.안전_산업안전보건_산업보건관리
249,23,환경.에너지.안전,6,산업안전보건,3,비파괴검사,환경.에너지.안전_산업안전보건_비파괴검사
250,24,농림어업,1,농업,1,종자생산.유통,농림어업_농업_종자생산.유통
251,24,농림어업,1,농업,2,화훼장식,농림어업_농업_화훼장식
252,24,���림어업,1,농업,2,화훼장식,���림어업_농업_화훼장식
253,24,농림어업,2,축산,1,축산자원개발,농림어업_축산_축산자원개발
254,24,농림어업,2,축산,2,사육관리,농림어업_축산_사육관리
255,24,농림어업,3,임업,1,산림자원조성,농림어업_임업_산림자원조성
256,24,농림어업,3,임업,2,산림관리,농림어업_임업_산림관리
257,24,농림어업,3,임업,3,임산물생산.가공,농림어업_임업_임산물생산.가공
258,24,농림어업,4,수산,1,어업,농림어업_수산_어업
259,24,농림어업,4,수산,2,양식,농림어업_수산_양식
260,24,농림어업,4,수산,3,수산자원관리,농림어업_수산_수산자원관리
261,24,농림어업,4,수산,4,어촌개발,농림어업_수산_어촌개발
