자격증명,자격증ID,자격증_분류,자격증_등급_코드,등급_분류,2022년 1차 응시자 수,2022년 1차 합격률,2022년 2차 응시자수,2022년 2차 합격률,2022년 3차 응시자수,2022년 3차 합격률,2023년 1차 응시자 수,2023년 1차 합격률,2023년 2차 응시자 수,2023년 2차 합격률,2023년 3차 응시자 수,2023년 3차 합격률,2024년 1차 응시자 수,2024년 1차 합격률,2024년 2차 응시자 수,2024년 2차 합격률,2024년 3차 응시자 수,2024년 3차 합격률,검정 횟수,시험종류,필기,실기,면접,총합,난이도,비고,비고2
국가유산수리기능자(제작와공),S060,국가전문자격,43,국가유산수리기능자(24종목),7,71.43,,,,,8,75,,,,,9,77.78,,,,,1,실기+면접,1,1,,2,4,,
국가유산수리기능자(조경공),S061,국가전문자격,43,국가유산수리기능자(24종목),229,26.2,,,,,227,32.6,,,,,210,40.48,,,,,1,실기+면접,1,1,,2,5,,
국가유산수리기능자(철물공),S062,국가전문자격,43,국가유산수리기능자(24종목),25,32,,,,,19,42.11,,,,,12,41.67,,,,,1,실기+면접,1,1,,2,5,,
국가유산수리기능자(칠공),S063,국가전문자격,43,국가유산수리기능자(24종목),82,68.29,,,,,104,78.85,,,,,103,67.96,,,,,1,실기+면접,1,1,,2,4,,
국가유산수리기능자(표구공),S064,국가전문자격,43,국가유산수리기능자(24종목),43,30.23,,,,,56,30.36,,,,,49,24.49,,,,,1,실기+면접,1,1,,2,5,,
국가유산수리기능자(한식미장공),S065,국가전문자격,43,국가유산수리기능자(24종목),80,18.75,,,,,94,35.11,,,,,102,52.94,,,,,1,실기+면접,1,1,,2,5,,
국가유산수리기능자(화공),S066,국가전문자격,43,국가유산수리기능자(24종목),121,35.54,,,,,147,38.1,,,,,163,38.65,,,,,1,실기+면접,1,1,,2,5,,
국가유산수리기능자(훈증공),S067,국가전문자격,43,국가유산수리기능자(24종목),12,75,,,,,12,25,,,,,17,58.82,,,,,1,실기+면접,1,1,,2,5,,
국가유산수리기술자(단청),S068,국가전문자격,42,국가유산수리기술자,56,3.57,3,100,,,45,28.88,12,41.66,,,48,8.33,10,50,,,1,필기+면접,1,,1,2,5,,
국가유산수리기술자(보수),S069,국가전문자격,42,국가유산수리기술자,267,6.37,22,81.82,,,246,6.5,20,70,,,250,6.4,21,71.42,,,1,필기+면접,1,,1,2,5,,
국가유산수리기술자(보존과학),S070,국가전문자격,42,국가유산수리기술자,80,12.5,12,16.67,,,89,2.24,10,70,,,82,7.32,8,62.5,,,1,필기+면접,1,,1,2,5,,
국가유산수리기술자(식물보호),S071,국가전문자격,42,국가유산수리기술자,102,44.12,55,54.55,,,107,53.27,73,36.98,,,106,5.66,43,53.48,,,1,필기+면접,1,,1,2,5,,
국가유산수리기술자(실측설계),S072,국가전문자격,42,국가유산수리기술자,51,3.92,4,25,,,53,5.66,5,40,,,57,15.79,10,40,,,1,필기+면접,1,,1,2,5,,
국가유산수리기술자(조경),S074,국가전문자격,42,국가유산수리기술자,31,3.23,3,100,,,47,10.63,5,80,,,63,9.52,7,85.71,,,1,필기+면접,1,,1,2,4,,
국내여행안내사,S076,국가전문자격,40,국내여행안내사,384,54.4,629,82,,,441,51,661,79.3,,,488,56.4,523,90.4,,,1,필기+면접,1,,1,2,3,,
기계경비지도사,S078,국가전문자격,9,경비지도사,131,51.15,365,20.55,,,120,42.95,316,23.1,,,100,65,259,26.64,,,1,필기+면접,1,,1,2,5,"1차 절대평가,2차 상대평가",
기관사 1급,S081,국가전문자격,,,,,,,,,,,,,,,,,,,,,2,필기,1,,,1,,안나옴 합격률,
기관사 2급,S082,국가전문자격,,,,,,,,,,,,,,,,,,,,,2,필기,1,,,1,,안나옴 합격률,
기록물관리전문요원,S083,국가전문자격,,,1482,57.4,1482,51.3,,,1621,59.3,1621,54.4,,,1704,60.1,1704,55.5,,,1,필기+면접,1,0,1,2,2,,
기술지도사(기술혁신관리),S088,국가전문자격,50,기술지도사,5,0,18,0,,,4,25,35,31.42,,,9,44.44,30,26.67,,,1,필기+필기,1,,,1,5,,
기술지도사(정보기술관리),S091,국가전문자격,50,기술지도사,5,0,14,35.71,,,4,25,17,35.29,,,9,44.44,32,40.62,,,1,필기+필기,1,,,1,4,,
나무의사,S093,국가전문자격,,,2083,52.8,1081,90.2,,,2210,54,1185,92.2,,,2315,55.1,1260,92.6,,,1,필기+실기,1,1,0,2,2,,
농산물검사원,S094,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,필기와실기를 한번에 시험보는듯 합격률 안나옴,
농산물품질관리사,S096,국가전문자격,45,농산물품질관리사,1530,27.1,522,29.3,,,1738,29.9,570,27.5,,,1634,34.7,636,9.7,,,1,필기+필기,2,,,2,5,,
도선사,S099,국가전문자격,,미분류,,,,,,,177,14.69,,,,,156,16.03,,,,,1,필기+면접,1,,1,2,5,,
맞춤형화장품조제관리사,S100,국가전문자격,,,,,,,,,,,,,,,,,,,,,2,필기,1,,,1,,,
목구조관리기술자,S101,국가전문자격,,,,,,,,,,,,,,,,,,,,,상시,교육이수,0,0,0,0,,,
목구조시공기술자,S102,국가전문자격,,,,,,,,,,,,,,,,,,,,,상시,교육이수,0,0,0,0,,,
목재교육전문가,S103,국가전문자격,,,249,78.71,,,,,154,81.16,,,,,49,85,,,,,2,필기,1,,0,1,1,,
무대예술전문인(무대기계) 1급,S104,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,합격률 안나옴,
무대예술전문인(무대기계) 2급,S105,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,합격률 안나옴,
무대예술전문인(무대기계) 3급,S106,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,합격률 안나옴,
무대예술전문인(무대음향) 1급,S107,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,합격률 안나옴,
무대예술전문인(무대음향) 2급,S108,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,합격률 안나옴,
무대예술전문인(무대음향) 3급,S109,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,합격률 안나옴,
무대예술전문인(무대조명) 1급,S110,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,합격률 안나옴,
무대예술전문인(무대조명) 2급,S111,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,합격률 안나옴,
무대예술전문인(무대조명) 3급,S112,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,합격률 안나옴,
물류관리사,S114,국가전문자격,61,물류관리사,6053,40.87,,,,,6816,48.47,,,,,7186,47.98,,,,,1,필기,1,,,1,4,,
박물관및미술관준학예사,S116,국가전문자격,35,박물관 및 미술관 준학예사,679,38.88,,,,,452,36.94,,,,,448,50.44,,,,,1,필기,1,,,1,4,,
방사선사,S118,국가전문자격,,,2609,75,,,,,2738,77.4,,,,,2787,78.3,,,,,1,필기+실기,1,1,,2,1,관련 학과,
방사선취급감독자면허,S119,국가전문자격,,,,,,,,,530,3.8,,,,,,,,,,,1,필기,1,,,1,5,,
방사성동위원소취급자일반면허,S120,국가전문자격,,,,,,,,,,,,,,,2591,11.5,,,,,1,필기,1,,,1,5,,
방사성동위원소취급자특수면허,S121,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기,1,,,1,,합격률 안나옴,
법무사,S122,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+필기+면접,1,0,0,1,,,
변리사,S124,국가전문자격,51,변리사,3349,17.97,1093,19.21,,,3312,20.07,1116,18.72,,,3071,19.76,1149,17.4,,,1,필기+실기,1,1,,2,5,2차-논술형,
보건교육사1급,S126,국가전문자격,,,11,27.3,,,,,6,66.7,,,,,12,25,,,,,1,필기,1,,,1,2,,
보건교육사2급,S127,국가전문자격,,,111,62.2,,,,,131,59.5,,,,,135,57,,,,,1,필기,1,,,1,1,,
보건교육사3급,S128,국가전문자격,,,1105,58.1,,,,,1009,71,,,,,884,72.2,,,,,1,필기,1,,,1,1,,
보건의료정보관리사,S130,국가전문자격,,공인,2745,55.2,,,,,2409,65.9,,,,,2268,60,,,,,1,필기+실기,1,1,,2,3,실기-객관식5지선다형,
보세사,S131,국가전문자격,,,2695,25.8,,,,,3177,38.2,,,,,3097,17.2,,,,,1,필기,1,,,1,4,,
보험계리사,S133,국가전문자격,,공인,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,"2차-논문형, 필기,실기합격후 실무실습까지 해야 등록가능",
보험중개사,S135,국가전문자격,,미분류,,,,,,,,,,,,,,,,,,,1,필기,1,,,1,,,
사업용조종사,S137,국가전문자격,,기사,,,,,,,,,,,,,,,,,,,12,필기+실기,1,1,,2,,자가용 조종사 자격증이 있어야 응시가능,
사회복지사 1급,S139,국가전문자격,52,사회복지사 1급,24248,36.1,,,,,24119,40.1,,,,,25458,29.6,,,,,1,필기,1,,,1,5,,
산림교육전문가,S140,국가전문자격,,,,,,,,,,,,,,,,,,,,,,,,,,0,,교육이수,
산업보건지도사(산업위생공학),S141,국가전문자격,57,산업보건지도사,330,37.27,83,21.69,78,32.05,463,9.5,63,9.52,57,22.81,,,,,,,1,필기+실기+면접,1,1,1,3,5,,
산업보건지도사(직업환경의학),S144,국가전문자격,57,산업보건지도사,146,36.3,68,39.7,33,30.3,206,13.11,61,9.83,33,36.36,,,,,,,1,필기+실기+면접,1,1,1,3,5,,
산업안전지도사(건설안전),S146,국가전문자격,56,산업안전지도사,1776,37.39,334,35.03,554,34.66,3527,23.16,570,6.49,603,33.5,,,,,,,1,필기+실기+면접,1,1,1,3,5,,
산업안전지도사(기계안전),S148,국가전문자격,56,산업안전지도사,554,41.7,202,25.74,160,51.25,1050,28.19,323,14.86,134,44.03,,,,,,,1,필기+실기+면접,1,1,1,3,5,,
산업안전지도사(전기안전),S150,국가전문자격,56,산업안전지도사,153,34.64,36,38.89,49,46.94,260,19.62,43,81.4,64,46.88,,,,,,,1,필기+실기+면접,1,1,1,3,5,,
산업안전지도사(화공안전),S152,국가전문자격,56,산업안전지도사,260,43.46,104,30.77,68,75,424,30.9,135,20.74,57,47.37,,,,,,,1,필기+실기+면접,1,1,1,3,5,,
생활스포츠지도사 1급,S153,국가전문자격,,,96,63.54,270,57.78,293,94.88,87,78.16,298,41.61,207,97.58,102,55.88,304,36.84,191,96.86,1,필기+실기+연수,1,1,1,3,2,"실기에 구술면접 포함, 연수까지 진행해야함, 합격률 3차는 연수",검정횟수-필기기준 1회
생활스포츠지도사 2급,S154,국가전문자격,,,32796,41.72,16391,71.06,12186,96.42,40350,64.7,26978,59.81,14333,97.14,43700,37.33,24985,50.08,11441,97.55,1,필기+실기+연수,1,1,1,3,3,"실기에 구술면접 포함, 연수까지 진행해야함",검정횟수-필기기준 1회
세무사,S156,국가전문자격,22,세무사,"12,536",37.3,"6,120",11.6,,,"13,768",15.7,"6,317",11.3,,,"18,842",17.1,"5,437",13.1,,,1,필기+필기,2,,,2,5,2차-논술형,
소방시설관리사,S158,국가전문자격,34,소방시설관리사,"5,311",40.1,"2,992",5.7,,,"6,327",37.9,"2,668",1.4,,,"6,296",32.8,"2,642",15.3,,,1,필기+실기,1,1,,2,5,2차-논술형,
소방안전교육사,S160,국가전문자격,33,소방안전교육사,680,63.82,566,14.66,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,5,,
소형선박조종사,S162,국가전문자격,,미분류,,,,,,,,,,,,,,,,,,,4,필기+면접,1,0,1,2,,"필기-정기4회, 상시30회, 실기(면접)-정기4회, 상시-6회",
손해사정사(신체),S165,국가전문자격,,신체,4809,37.3,2150,15.8,,,5238,32.8,2192,15.6,,,6022,31.68,2269,15.2,,,1,필기+실기,1,1,,2,5,2차-논술형,
손해사정사(재물),S166,국가전문자격,,재물,194,60.3,309,16.2,,,247,57.9,343,14.6,,,290,54.83,403,12.9,,,1,필기+실기,1,1,,2,4,2차-논술형,
손해사정사(차량),S167,국가전문자격,,차량,907,25.1,533,20.6,,,826,24.6,110,17.1,,,849,18.85,598,18.4,,,1,필기+실기,1,1,,2,5,2차-논술형,
손해평가사,S169,국가전문자격,73,손해평가사,"13,361",67.8,"9,016",11.2,,,"14,076",76.7,"9,977",13.9,,,"14,037",66.55,"9,584",5.9,,,1,필기+실기,1,1,,2,5,,
수목치료기술자,S170,국가전문자격,,,"1,507",63,932,92.7,,,"1,569",64.4,970,92.9,,,"1,637",65,"1,010",93,,,,교육이수+필기,1,0,0,1,1,검정횟수는 교육기관에따라 다름,
수산물품질관리사,S172,국가전문자격,72,수산물품질관리사,447,51.68,193,27.46,,,396,61.87,221,28.05,,,329,39.2,164,4.26,,,1,필기+실기,1,1,,2,5,"2차-단답,서술형",
수산질병관리사,S173,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기,1,,,1,,,
수상구조사,S174,국가전문자격,,,,,,,,,,,,,,,,,,,,,,교육이수+필기,1,,,1,,"지역별 검정횟수 상이, 2020년까지 정보 존재",
수상원동기자격증 1급,S175,국가전문자격,,,,,,,,,,,,,,,,,,,,,,필기+실기+교육이수,1,1,,2,,동력수상레저기구조종면허인것같은데 확실하지 않음,
수상원동기자격증 2급,S176,국가전문자격,,,,,,,,,,,,,,,,,,,,,,필기+실기+교육이수,1,1,,2,,동력수상레저기구조종면허인것같은데 확실하지 않음,
안경사,S178,국가전문자격,,미분류,1619,74.9,,,,,1451,67.3,,,,,1466,71.1,,,,,1,필기+실기,1,1,,2,2,,
언어재활사 1급,S179,국가전문자격,,,946,59.1,,,,,1115,63.7,,,,,987,51.4,,,,,1,필기,1,,,1,1,,
언어재활사 2급,S180,국가전문자격,,,1436,68.7,,,,,1645,70.9,,,,,1056,60.7,,,,,1,필기,1,,,1,1,,
영양사,S181,국가전문자격,,,5398,67.2,,,,,5559,72.5,,,,,5065,69.9,,,,,1,필기,1,,0,1,1,,
외국어번역행정사,S182,국가전문자격,31,행정사,206,43.69,112,36.61,,,212,42.92,123,32.52,,,251,34.26,109,36.69,,,1,필기+실기,1,1,,2,5,2차-논술형,
요양보호사,S183,국가전문자격,,,88916,89.975,,,,,,,,,,,,,,,,,10,필기+실기,1,1,,2,1,"상시, 실기-객관식 5지선다형, 2022년까지 정보 존재, 2022년 4회 시험->평균으로 작성함",
운송용조종사,S185,국가전문자격,,부분공인,,,,,,,,,,,,,,,,,,,12,필기+실기,1,1,,2,,사업용조종사 자격 있어야 응시가능,
운항사,S187,국가전문자격,,미분류,,,,,,,,,,,,,,,,,,,12,필기+면접,1,,1,2,,,
위생사,S188,국가전문자격,,,8221,61.1,,,,,7685,52.2,,,,,7610,46.2,,,,,1,필기+실기,1,1,0,2,4,실기-객관식 5지선다형,
유통관리사 1급,S189,국가전문자격,,,431,52,,,,,484,17.4,,,,,378,28,,,,,1,필기,1,,,1,3,응시자격존재,
유통관리사 2급,S190,국가전문자격,,,15405,38,,,,,16565,34.6,,,,,16385,29.8,,,,,3,필기,1,,,1,4,,
유통관리사 3급,S191,국가전문자격,,,5200,56.5,,,,,5049,48.9,,,,,4678,64,,,,,3,필기,1,,,1,2,,
육상무선통신사,S192,국가전문자격,,,1232,81.57,,,,,1410,74.46,,,,,2486,63.95,,,,,9,필기,1,,,1,1,,
응급구조사 1급,S194,국가전문자격,,미분류,1736,88.1,,,,,1594,84.1,,,,,1629,74,,,,,1,실기+필기,1,1,,2,1,,
응급구조사 2급,S196,국가전문자격,,미분류,1148,84.1,,,,,1100,81.5,,,,,1172,84.4,,,,,1,실기+필기,1,1,,2,1,,
의무기록사,S197,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,보건의료정보관리사인듯,
의지보조기기사,S198,국가전문자격,,,160,51.9,,,,,115,78.3,,,,,123,69.1,,,,,1,필기+실기,1,1,,2,2,,
인명구조사,S199,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,"안나와, 수상구조사인듯, 민간자격에는 인명구조요원이라는 자격증있지만 공인아님. 수상구조사 통계는 2020까지 존재, 2026부터 수상구조사 지도사, 수상구조사 1급, 수상구조사 2급 으로 개편 예정",
일반경비지도사,S201,국가전문자격,9,경비지도사,4834,54.94,7325,7.82,,,4620,45.95,6462,8.88,,,4592,62.36,6481,13.47,,,1,필기+필기,2,,,2,5,"1차,2차 모두 객관식",
일반행정사,S202,국가전문자격,31,행정사,"3,469",44.57,"1,361",18.88,,,"4,570",41.01,"1,913",13.43,,,"5,535",45.18,"2,313",11.37,,,1,필기+실기,1,1,,2,5,2차-논술형,
자가용조종사,S204,국가전문자격,,부분공인,,,,,,,,,,,,,,,,,,,12,필기+실기,1,1,,2,,,
자동차운전기능검정원,S205,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,0,2,,"필기기준 3회, 실기: 6회",
자동차운전면허(1·2종),S206,국가전문자격,,,,,,,,,,,,,,,,,,,,,상시,필기+실기,1,1,0,2,,,
자동차운전전문강사,S207,국가전문자격,,,,,,,,,,,,,,,,,,,,,3,필기+실기,1,1,0,2,,"필기기준 3회, 기능강사와 학과강사가 있음, 기능강사-실기: 7회, 학과강사-실기: 6회",
장례지도사 1급,S208,국가전문자격,,,,,,,,,,,,,,,,,,,,,,교육이수,,,,0,,,
장례지도사 2급,S209,국가전문자격,,,,,,,,,,,,,,,,,,,,,,교육이수,,,,0,,,
장애인스포츠지도사 1급,S210,국가전문자격,,,22,40.91,12,83.33,28,96.43,19,89.47,16,100,15,100,4,25,2,100,10,100,1,필기+실기+연수,1,1,1,3,2,"실기에 구술면접 포함, 연수까지 진행해야함, 합격률 3차는 연수",검정횟수-필기기준 1회
장애인스포츠지도사 2급,S211,국가전문자격,,,2303,58.79,1772,57,954,96.65,2576,54.15,1707,59.11,844,97.04,2950,54.17,2045,59.61,999,97.6,1,필기+실기+연수,1,1,1,3,3,"실기에 구술면접 포함, 연수까지 진행해야함, 합격률 3차는 연수",검정횟수-필기기준 1회
장애인재활상담사 1급,S212,국가전문자격,,,412,91.3,,,,,532,86.8,,,,,488,74,,,,,1,필기,1,,,1,1,,
장애인재활상담사 2급,S213,국가전문자격,,,49,91.8,,,,,140,87.1,,,,,119,83.2,,,,,1,필기,1,,,1,1,,
정사서1급,S214,국가전문자격,,,,,,,,,,,,,,,,,,,,,,,,,,0,,"별도 시험없음, 학위",
정사서2급,S215,국가전문자격,,,,,,,,,,,,,,,,,,,,,,,,,,0,,"별도 시험없음, 학위",
정수시설운영관리사1급,S217,국가전문자격,54,정수시설운영관리사,110,49.09,58,20.68,,,116,43.96,100,30,,,"1,148",48.1,935,38.3,,,2,필기+실기,1,1,,2,5,,
정수시설운영관리사2급,S219,국가전문자격,54,정수시설운영관리사,418,38.99,277,20.21,,,459,45.96,313,14.05,,,"1,148",48.1,935,38.3,,,2,필기+실기,1,1,,2,5,,
정수시설운영관리사3급,S221,국가전문자격,54,정수시설운영관리사,558,53.76,497,42.85,,,583,53.09,454,36.56,,,,,,,,,2,교육이수,0,0,,0,4,,
정신건강사회복지사,S222,국가전문자격,,,,,,,,,,,,,,,,,,,,,,,,,,0,,"1급,2급 있는데 모두 교육이수 후 취득가능, 2급은 사회복지사 1급 취득후 교육이수 가능",
제1급 아마추어무선기사,S223,국가전문자격,,,355,75.21,,,,,268,51.49,,,,,252,53.57,,,,,9,필기,1,0,0,1,1,,
제2급 아마추어무선기사,S224,국가전문자격,,,12,50,,,,,12,41.66,,,,,58,29.31,,,,,9,필기,1,0,0,1,2,,
제3급 아마추어무선기사(전신),S225,국가전문자격,,,165,87.87,,,,,101,78.22,,,,,206,70.39,,,,,9,필기,1,0,0,1,1,,
제3급 아마추어무선기사(전화),S226,국가전문자격,,,617,79.09,,,,,352,67.33,,,,,235,55.74,,,,,9,필기,1,0,0,1,1,,
주택관리사보,S229,국가전문자격,59,주택관리사보,"14,410",21.8,"3,408",47.9,,,"15,225",12.3,"3,439",46.8,,,"17,023",11.8,"2,913",55.3,,,1,필기+실기,1,1,,2,5,2차-객관식 및 주관식,
직업능력개발훈련교사 1급,S230,국가전문자격,,,,,,,,,,,,,,,,,,,,,,,,,,0,,자격이 되면 교육이수 후 발급가능,
직업능력개발훈련교사 2급,S231,국가전문자격,,,,,,,,,,,,,,,,,,,,,,,,,,0,,자격이 되면 교육이수 후 발급가능,
직업능력개발훈련교사 3급,S232,국가전문자격,,,,,,,,,,,,,,,,,,,,,,,,,,0,,자격이 되면 교육이수 후 발급가능,
철도교통안전관리자,S233,국가전문자격,,,,,,,,,,,,,,,,,,,,,6,필기,1,,,1,,,
청소년상담사1급,S234,국가전문자격,67,청소년상담사,646,68.11,544,63.24,,,734,50.95,523,68.45,,,,,,,,,1,필기+면접,1,,1,2,4,,
청소년상담사2급,S235,국가전문자격,67,청소년상담사,4047,44.08,2136,80.29,,,4189,51.49,2375,81.52,,,,,,,,,1,필기+면접,1,,1,2,4,,
청소년상담사3급,S236,국가전문자격,67,청소년상담사,5526,49.37,2794,82.5,,,4851,48.11,2599,84.8,,,,,,,,,1,필기+면접,1,,1,2,4,,
청소년지도사1급,S237,국가전문자격,66,청소년지도사,421,60.81,,,,,399,28.32,,,,,417,32.61,,,,,1,필기+면접,1,,1,2,5,,
청소년지도사2급,S238,국가전문자격,66,청소년지도사,148,70.27,3581,81.54,,,106,59.43,3003,77.26,,,127,67.72,3292,83.2,,,1,필기+면접,1,,1,2,3,,
청소년지도사3급,S239,국가전문자격,66,청소년지도사,21,28.57,936,72.65,,,18,55.56,636,75.79,,,12,83.33,622,80.71,,,1,필기+면접,1,,1,2,3,,
치유농업사 1급,S242,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,0,2,,"2급취득후 응시가능, 2차-주관식",
평생교육사 1급,S243,국가전문자격,,,,,,,,,,,,,,,,,,,,,,,,,,0,,학위취득,
평생교육사 2급,S244,국가전문자격,,,,,,,,,,,,,,,,,,,,,,,,,,0,,학위취득,
평생교육사 3급,S245,국가전문자격,,,,,,,,,,,,,,,,,,,,,,,,,,0,,학위취득,
한국어교육능력검정시험,S247,국가전문자격,36,한국어교육능력검정시험,"1,393",43.4,708,80.23,,,"1,390",46.4,680,82.8,,,,,,,,,1,필기+면접,1,,1,2,4,,
항공무선통신사,S248,국가전문자격,,,1989,81.14,"1,633",93.94,,,1627,63.25,"1,116",90.14,,,2381,61.61,"1,590",88.55,,,9,필기+실기,1,1,0,2,1,,
항해사,S249,국가전문자격,,,,,,,,,,,,,,,,,,,,,4,필기+면접,1,0,1,2,,"면허형 민간, 정기 시험기준 필기-4회, 상시-면접:6회, 필기-30회",
해사행정사,S250,국가전문자격,31,행정사,17,47.06,9,33.33,,,19,31.58,4,25,,,13,23.07,9,33.33,,,1,필기+실기,1,1,,2,5,2차-논술형,
해상무선통신사,S251,국가전문자격,,,1241,84.36,,,,,1103,86.31,,,,,1144,69.49,,,,,9,필기,1,0,0,1,1,,
핵연료물질취급감독자면허,S252,국가전문자격,,미분류,,,,,,,,,,,,,,,,,,,2,필기,1,,,1,,,
핵연료물질취급자면허,S253,국가전문자격,,미분류,,,,,,,,,,,,,,,,,,,1,필기,1,,,1,,,
치유농업사 2급,S255,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,0,2,,"교육이수후 응시가능,2차-주관식",
호텔경영사,S257,국가전문자격,39,호텔경영사,2,100,2,100,,,,,,,,,1,100,3,100,,,1,필기+면접,1,,1,2,1,,
호텔관리사,S259,국가전문자격,38,호텔관리사,12,50,17,70.6,,,14,85.7,21,85.7,,,23,69.6,27,85.2,,,1,필기+면접,1,,1,2,2,,
호텔서비스사,S261,국가전문자격,41,호텔서비스사,45,33.3,108,94.4,,,41,78,104,89.4,,,60,55,110,92.7,,,1,필기+면접,1,,1,2,3,,
화재조사관,S262,국가전문자격,,미분류,,,,,,,,,,,,,668,30.5,,,,,1,필기+실기,1,1,,2,4,"2차-논문형, 2024년도 전체 합격률 공개",
전문스포츠지도사 1급,S266,국가전문자격,,,48,16.67,,,56,98.21,39,53.85,,,43,88.37,40,30,,,47,95.74,1,필기+연수,1,,,1,1,"필기와 연수, 합격률 3차는 연수",검정횟수-필기기준 1회
전문스포츠지도사 2급,S267,국가전문자격,,,5236,30.4,2454,83.41,1837,94.72,6907,46.5,3944,83.7,2575,96.43,6877,20.95,2870,78.19,2032,95.32,1,필기+실기+연수,1,1,1,3,3,"실기에 구술면접 포함, 연수까지 진행해야함, 합격률 3차는 연수",검정횟수-필기기준 1회
노인스포츠지도사,S268,국가전문자격,,,1768,46.15,3081,78.06,2448,96.45,1894,58.66,3622,69.66,2030,97.14,2230,37.44,4534,66.1,2734,98.17,1,필기+실기+연수,1,1,1,3,3,"실기에 구술면접 포함, 연수까지 진행해야함, 합격률 3차는 연수",검정횟수-필기기준 1회
유소년스포츠지도사,S269,국가전문자격,,,540,40.56,2255,80.8,1709,95.03,640,59.84,2544,74.06,1457,96.16,487,43.53,2978,69.58,1819,98.08,1,필기+실기+연수,1,1,1,3,2,"실기에 구술면접 포함, 연수까지 진행해야함, 합격률 3차는 연수",검정횟수-필기기준 1회
건축사,S274,국가전문자격,,,5655,10.8,,,,,6193,7.2,,,,,7100,10.2,,,,,2,필기,1,0,0,1,5,,
변호사,S275,국가전문자격,,,3197,53.55,,,,,3255,52.99,,,,,3290,53.09,,,,,1,필기,1,0,0,1,2,4일간 진행,
방재전문인력,S276,국가전문자격,,,283,54.4,,,,,,,,,,,,,,,,,1,필기+면접,1,0,1,2,2,"합격률이 잘 안나옴 ,특수교육? 이수해야한다고 함",
장애인재활상담사 3급,S277,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+면접,1,0,1,2,,"2021년에 3급까지 있다가 이 이후로 2급제도로 변했다고함                  ",
안마사,S278,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,"필기,실기",1,1,0,2,,시각장애인만 취득할 수 있음,
작업치료사,S279,국가전문자격,,,1995,79.05,,,,,2162,89.7,,,,,,,,,,,1,필기+실기,1,1,0,2,1,"24년 합격률 안나옴,,, 필기합격률만 나옴 1차",
정신건강임상심리사 1급,S280,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,0,2,,석사학위 취득후 보건복지부가 지정한 수련기관에서 3년 이상 수련 마쳐야함 + 합격률 안나옴,
정신건강임상심리사 2급,S281,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,0,2,,"학사학위 취득 후 1년 이상 수련 완료 2017년부터 정신건강임상심리사로 이름바뀜 + 합격률 안나옴 ",
"환경교육사 2급 ",S282,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기+면접,1,1,1,3,,3년마다 보수교육 받고 시험 합격하는 형태라 합격률 자체가 안나옴,
"환경교육사 3급 ",S283,국가전문자격,,,,,,,,,,,,,,,,,,,,,2,필기+실기+면접,1,1,1,3,,3년마다 보수교육 받고 시험 합격하는 형태라 합격률 자체가 안나옴,
환경영향평가사,S284,국가전문자격,,,236,13.14,40,82.5,,,,16.7,,,,,227,9.7,,,,,1,필기+실기,1,1,0,2,3,"최대한 나온 데이터 합격률, 응시자수는 다 채움 뉴스기사 이런데도 뒤져서 찾음",
환경측정분석사,S285,국가전문자격,,,,,,,,,435,11.3,,,,,,,,,,,1,필기+실기,1,1,0,2,5,나머진 안나옴,
구속구조정 조종사,S286,국가전문자격,,,,,,,,,,,,,,,,,,,,,상시,교육이수,0,0,0,0,,12개월 이상의 승무경력이 있어야 취득 가능,
구명정 조종사,S287,국가전문자격,,,,,,,,,,,,,,,,,,,,,상시,교육이수,0,0,0,0,,12개월 이상의 승무경력이 있어야 취득 가능,
