자격증명,자격증ID,자격증_분류,자격증_등급_코드,등급_분류,2022년 1차 응시자 수,2022년 1차 합격률,2022년 2차 응시자수,2022년 2차 합격률,2022년 3차 응시자수,2022년 3차 합격률,2023년 1차 응시자 수,2023년 1차 합격률,2023년 2차 응시자 수,2023년 2차 합격률,2023년 3차 응시자 수,2023년 3차 합격률,2024년 1차 응시자 수,2024년 1차 합격률,2024년 2차 응시자 수,2024년 2차 합격률,2024년 3차 응시자 수,2024년 3차 합격률,검정 횟수,시험종류,필기,실기,면접,총합,난이도,비고,비고2
아스팔트피니셔운전기능사,T501,국가기술자격,500,기능사,31,41.9,69,44.9,,,11,45.5,20,40,,,0,0,1,100,,,,필기+실기,1,1,0,2,1,,
압연기능사,T502,국가기술자격,500,기능사,964,51.9,557,21,,,1076,49.4,590,33.4,,,1477,49.5,737,35.8,,,3,필기+실기,1,1,0,2,3,,
압연기능장,T503,국가기술자격,200,기능장,521,86.9,684,52.6,,,632,85.9,696,55.6,,,660,70.2,599,47.2,,,2,필기+실기,1,1,0,2,2,,
양식조리기능사,T504,국가기술자격,500,기능사,30356,44.6,19737,37.6,,,30652,42,17010,38.5,,,29695,40.1,16423,38.7,,,상시,필기+실기,1,1,0,2,4,,
양식조리산업기사,T506,국가기술자격,400,산업기사,171,52,65,29.2,,,197,52.3,93,38.7,,,204,36.3,86,34.9,,,1,필기+실기,1,1,0,2,3,,
양화장치운전기능사,T507,국가기술자격,500,기능사,192,67.2,151,49,,,276,58.7,208,40.9,,,264,60.2,233,44.6,,,1,필기+실기,1,1,0,2,2,,
어로산업기사,T508,국가기술자격,400,산업기사,127,72.4,99,20.2,,,97,74.2,80,46.3,,,88,69.3,61,44.3,,,1,필기+실기,1,1,0,2,2,,
어업기술사,T510,국가기술자격,100,기술사,5,40,2,50,,,2,100,2,100,,,2,100,2,100,,,1,필기+실기,1,1,0,2,2,,
어업생산관리기사,T511,국가기술자격,300,기사,31,41.9,16,56.3,,,48,54.2,17,11.8,,,30,40,14,28.6,,,1,필기+실기,1,1,0,2,3,,
에너지관리기능사,T512,국가기술자격,500,기능사,7554,44.3,4401,60.1,,,8506,43.3,4690,60.1,,,8610,43.4,4793,61.4,,,2,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
에너지관리기능장,T513,국가기술자격,200,기능장,1589,52,1428,28.7,,,1839,52.2,1695,32.6,,,1969,48.7,1741,35.5,,,2,필기+실기,1,1,0,2,4,,
에너지관리기사,T515,국가기술자격,300,기사,7187,35.2,4240,26.6,,,8997,33.8,5209,39.4,,,6995,34.4,5455,27.2,,,3,필기+실기,1,1,0,2,5,,
에너지관리산업기사,T516,국가기술자격,400,산업기사,4313,31.8,2142,41.6,,,4226,30.9,2126,32.1,,,3204,28.5,1811,34,,,3,필기+실기,1,1,0,2,4,,
여성복기능사,T519,국가기술자격,500,기능사,767,72.8,700,47.6,,,951,69.5,640,46.7,,,999,71.9,777,32.3,,,4,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
열처리기능사,T520,국가기술자격,500,기능사,764,34.2,309,90.9,,,636,33.2,251,95.2,,,764,36.4,277,97.5,,,3,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
염색기능사(날염),T521,국가기술자격,500,기능사,0,0,22,100,,,1,0,17,100,,,0,0,18,100,,,2,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
염색기능사(침염),T522,국가기술자격,500,기능사,5,20,128,100,,,3,33.3,116,100,,,5,0,104,100,,,2,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
영사기능사,T523,국가기술자격,500,기능사,,,87,62.06,,,235,56.6,123,29.3,,,,,,,,,1,필기+실기,1,1,0,2,2,,
영사산업기사,T524,국가기술자격,400,산업기사,5,20,,,,,4,50,2,50,,,3,66.6,3,66.6,,,1,필기+실기,1,1,0,2,2,,
온수온돌기능사,T525,국가기술자격,500,기능사,16582,58.4,,,,,15714,61.7,,,,,15770,61.6,,,,,4,실기,0,1,0,1,2,,
온실가스관리기사,T526,국가기술자격,300,기사,1012,65.1,678,47.3,,,1309,56.5,826,46.2,,,1205,61.5,871,58.8,,,2,필기+실기,1,1,0,2,3,,
와전류비파괴검사기사,T528,국가기술자격,300,기사,120,72.5,93,40.9,,,110,79.1,110,47.3,,,131,74,101,53.5,,,1,필기+실기,1,1,0,2,2,,
용접기능장,T530,국가기술자격,200,기능장,1249,46.7,1101,22.8,,,1366,46.3,1142,21.6,,,1287,46.9,1095,19.7,,,2,필기+실기,1,1,0,2,5,,
용접기사,T531,국가기술자격,300,기사,587,22.1,203,21.2,,,635,21.4,241,32.8,,,630,21.7,215,29.8,,,2,필기+실기,1,1,0,2,5,,
용접기술사,T532,국가기술자격,100,기술사,86,3.5,21,52.4,,,89,12.4,18,33.3,,,94,22.3,32,40.6,,,2,필기+실기+면접,1,1,1,3,5,,
용접산업기사,T533,국가기술자격,400,산업기사,2044,61.3,1558,32.4,,,2112,61,1571,28.9,,,2037,59.5,1555,32.8,,,3,필기+실기,1,1,0,2,3,,
워드프로세서,T535,국가기술자격,600,서비스,42098,56.8,42060,36.4,,,38417,59.6,39283,36.8,,,38799,46.6,31699,39.7,,,상시,필기+실기,1,1,,2,3,,
원예기능사,T536,국가기술자격,500,기능사,478,34.9,550,81.8,,,604,33.3,604,87.1,,,798,35.6,362,71,,,2,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
원자력기사,T537,국가기술자격,300,기사,214,19.6,54,90.7,,,182,36.3,69,76.8,,,195,44.1,89,42.7,,,1,필기+실기,1,1,0,2,3,,
원자력발전기술사,T538,국가기술자격,100,기술사,8,0,0,0,,,8,12.5,1,100,,,4,75,3,100,,,1,필기+실기+면접,1,1,1,3,4,,
웹디자인개발기능사,T541,국가기술자격,500,기능사,6998,77.5,4052,58.9,,,7077,79.8,3991,57.6,,,6328,73.5,3430,58.5,,,5,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
위험물기능사,T542,국가기술자격,500,기능사,14100,42.1,8238,41.5,,,16542,40.3,8735,37.2,,,16981,37.7,7864,45.8,,,4,필기+실기,1,1,0,2,4,,
위험물기능장,T543,국가기술자격,200,기능장,5275,61.5,4972,35,,,7531,60,6725,49.1,,,7838,59.7,6938,35.3,,,2,필기+실기,1,1,0,2,4,,
위험물산업기사,T544,국가기술자격,400,산업기사,25227,53.2,17393,48.4,,,31065,51.5,19896,45.8,,,27847,49,21003,45.6,,,3,필기+실기,1,1,0,2,4,,
유기농업기능사,T545,국가기술자격,500,기능사,4507,55.8,3068,35,,,5617,54.4,3094,84.8,,,5260,52.5,2919,75.1,,,5,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
유기농업기사,T546,국가기술자격,300,기사,895,60.9,690,50.7,,,1025,62,709,52.8,,,1129,56.9,660,67.3,,,3,필기+실기,1,1,0,2,2,,
유기농업산업기사,T547,국가기술자격,400,산업기사,89,48.3,40,55,,,69,62.3,37,35.1,,,82,50,39,71.8,,,1,필기+실기,1,1,0,2,2,,
유리시공기능사,T548,국가기술자격,500,기능사,163,47.9,,,,,127,44.1,,,,,139,51.1,,,,,1,실기,0,1,0,1,2,,
응용지질기사,T551,국가기술자격,300,기사,340,46.5,221,31.2,,,402,49.8,313,42.2,,,410,48.5,277,52,,,2,필기+실기,1,1,0,2,4,,
의공기사,T552,국가기술자격,300,기사,721,67,608,30.6,,,726,62.1,687,28.5,,,581,34.1,453,22.5,,,2,필기+실기,1,1,0,2,4,,
의공산업기사,T553,국가기술자격,400,산업기사,142,39.4,90,22.2,,,64,46.9,47,23.4,,,53,41.5,23,30.4,,,1,필기+실기,1,1,0,2,3,,
의료전자기능사,T554,국가기술자격,500,기능사,208,44.2,87,54,,,141,32.6,67,79.1,,,206,35.4,81,76.5,,,2,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
의류기사,T556,국가기술자격,300,기사,56,30.4,32,18.8,,,80,52.5,56,7.1,,,69,49.3,52,7.7,,,1,필기+실기,1,1,0,2,4,,
의류기술사,T558,국가기술자격,100,기술사,8,37.5,5,40,,,4,50,5,20,,,10,70,9,11.1,,,1,필기+실기,1,1,0,2,4,,
이러닝운영관리사,T559,국가기술자격,300,기사,,,,,,,1063,73,0,0,,,559,94.5,904,47.3,,,1,필기+실기,1,1,0,2,3,~2023,
이륜자동차정비기능사,T560,국가기술자격,500,기능사,,,,,,,,,,,,,,,,,,,,필기+실기,1,1,0,2,,~2026,
이산화탄소가스아크용접기능사,T561,국가기술자격,500,기능사,,,,,,,5546,37.5,2816,50.9,,,5599,36.4,3160,48.2,,,5,필기+실기,1,1,0,2,3,"~2023, 특성화고 필기면제자 검정 포함(일반인 응시 불가)",
이용사,T562,국가기술자격,500,기능사,5765,64.8,48113,48,,,65446,60,5018,46.9,,,6537,59.6,5063,44.3,,,5,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
이용장,T563,국가기술자격,200,기능장,155,75.5,233,12.4,,,143,74.1,217,6.9,,,154,70.8,173,12.7,,,2,필기+실기,1,1,0,2,4,,
인간공학기사,T564,국가기술자격,300,기사,2129,70,1511,76.7,,,5494,75.2,3829,74.1,,,8182,69.5,6166,59.6,,,3,필기+실기,1,1,0,2,2,,
인간공학기술사,T565,국가기술자격,100,기술사,48,54.2,33,39.4,,,64,34.4,40,37.5,,,101,40.6,62,30.6,,,1,필기+실기+면접,1,1,1,3,5,,
인쇄기능사,T566,국가기술자격,500,기능사,12,50,43,97.7,,,29,58.6,39,100,,,33,48.5,37,86.5,,,2,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
인쇄설계기사,T567,국가기술자격,300,기사,28,57.1,16,93.8,,,30,56.7,20,100,,,46,65.2,30,100,,,1,필기+실기,1,1,0,2,1,,
일반기계기사,T568,국가기술자격,300,기사,12650,39.4,8059,45.1,,,11844,39.9,7234,41.2,,,10795,20.8,4371,48.4,,,3,필기+실기,1,1,0,2,4,,
일식조리기능사,T569,국가기술자격,500,기능사,9082,57.6,6036,38,,,9194,54.8,5648,36.3,,,9022,53.2,5369,38.3,,,상시,필기+실기,1,1,0,2,3,,
일식조리산업기사,T571,국가기술자격,400,산업기사,0,0,5,40,,,95,56.8,37,62.2,,,0,0,13,38.5,,,1,필기+실기,1,1,0,2,3,,
임베디드기사,T572,국가기술자격,300,기사,79,55.7,49,2,,,79,63.3,51,56.9,,,89,66.3,53,52.8,,,1,필기+실기,1,1,0,2,3,,
임산가공기사,T574,국가기술자격,300,기사,95,60,77,63.6,,,96,69.8,72,81.9,,,94,22.3,26,57.7,,,1,필기+실기,1,1,0,2,2,,
임상병리사,T575,국가기술자격,600,서비스,2917,87.8,,,,,2958,86,,,,,2975,83.7,,,,,1,필기+실기,1,1,0,2,1,,
임상심리사 1급,T576,국가기술자격,600,서비스,980,86.9,999,48.9,,,"1,373",87.7,"1,399",39.4,,,"1,868",77.7,"1,735",81.6,,,1,필기+실기,1,1,0,2,1,,
임상심리사 2급,T577,국가기술자격,600,서비스,"5,915",77.3,"6,792",30.2,,,"7,941",73.5,"7,521",39.4,,,"8,975",64.6,"7,634",39.7,,,3,필기+실기,1,1,0,2,2,,
임업종묘기능사,T578,국가기술자격,500,기능사,177,41.8,116,92.2,,,222,50,131,81.7,,,212,40.6,143,89.5,,,2,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
임업종묘기사,T579,국가기술자격,300,기사,126,58.7,56,50,,,121,60.3,66,86.4,,,64,45.3,34,76.5,,,1,필기+실기,1,1,0,2,2,,
자기비파괴검사기능사,T580,국가기술자격,500,기능사,1029,38.5,599,62.1,,,1248,37.7,595,58.3,,,1364,36.6,760,56.1,,,4,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
자기비파괴검사기사,T581,국가기술자격,300,기사,480,54.4,348,37.6,,,480,59.4,335,47.8,,,423,60.8,339,52.5,,,2,필기+실기,1,1,0,2,3,,
자기비파괴검사산업기사,T582,국가기술자격,400,산업기사,235,52.3,117,42.7,,,77,54.5,48,31.3,,,100,45,42,40.5,,,1,필기+실기,1,1,0,2,3,,
자동차보수도장기능사,T584,국가기술자격,500,기능사,1592,58.4,968,82.6,,,2084,60,1249,83.7,,,2061,48.7,1113,83.7,,,4,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
자동차정비기능사,T585,국가기술자격,500,기능사,12221,34.8,5815,70.9,,,13542,38,6486,71.4,,,13605,36.8,6367,69.7,,,5,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
자동차정비기능장,T586,국가기술자격,200,기능장,868,41.4,716,7.8,,,887,38.9,703,6.5,,,907,36.2,613,28.9,,,2,필기+실기,1,1,0,2,5,,
자동차정비기사,T587,국가기술자격,300,기사,986,17.4,261,49.8,,,987,17.2,276,27.9,,,920,15.8,243,54.7,,,3,필기+실기,1,1,0,2,4,,
자동차정비산업기사,T588,국가기술자격,400,산업기사,7560,14.5,1827,52.7,,,6055,28.3,2085,56.9,,,5753,30,2231,53.8,,,3,필기+실기,1,1,0,2,4,,
자동차차체수리기능사,T589,국가기술자격,500,기능사,1278,39.7,680,82.8,,,1614,40.3,694,84.1,,,1475,35.6,676,84.9,,,4,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
자동화설비기능사,T590,국가기술자격,500,기능사,4321,20.8,2097,72.9,,,4436,18.5,1868,75.3,,,4259,17.8,1861,78.1,,,5,필기+실기,1,1,0,2,3,메카트로닉스기능사,
자동화설비산업기사,T592,국가기술자격,400,산업기사,1138,20.3,205,55.6,,,1065,20.6,175,43.4,,,1008,24.4,188,35.6,,,3,필기+실기,1,1,0,2,4,메카트로닉스산업기사,
자연생태복원기사,T594,국가기술자격,300,기사,987,57.5,685,58.8,,,1202,61.4,621,54.9,,,1328,58.5,778,47.2,,,3,필기+실기,1,1,0,2,3,,
자연생태복원산업기사,T595,국가기술자격,400,산업기사,68,55.9,15,20,,,46,52.2,10,20,,,29,65.5,15,46.7,,,1,필기+실기,1,1,0,2,2,,
자연환경관리기술사,T596,국가기술자격,100,기술사,130,13.1,25,52,,,159,17.6,54,46.3,,,179,2.8,22,45.5,,,2,필기+실기+면접,1,1,1,3,5,,
자원관리기술사,T597,국가기술자격,100,기술사,6,17,3,67,,,3,33.3,2,100,,,5,40,2,50,,,1,필기+실기+면접,1,1,1,3,4,,
잠수기능사,T598,국가기술자격,500,기능사,1117,56.8,857,50.8,,,840,58.3,536,47.4,,,1144,60.9,641,49.8,,,3,필기+실기,1,1,0,2,2,,
잠수기능장,T599,국가기술자격,200,기능장,38,26.3,15,20,,,38,10.5,8,50,,,51,31.4,12,16.7,,,1,필기+실기,1,1,0,2,4,,
잠수산업기사,T600,국가기술자격,400,산업기사,200,45.5,95,35.8,,,184,52.7,114,29.8,,,183,41,113,46,,,1,필기+실기,1,1,0,2,3,,
재료조직평가산업기사,T601,국가기술자격,400,산업기사,0,0,1,0,,,14,42.9,5,80,,,,,,,,,1,필기+실기,1,1,0,2,3,폐지예정,
전기공사기사,T602,국가기술자격,300,기사,13583,47.7,9161,65.9,,,14972,45,8547,62.2,,,11578,51.3,6943,49.8,,,3,필기+실기,1,1,0,2,3,,
전기공사산업기사,T603,국가기술자격,400,산업기사,4713,29.6,1944,38.5,,,4796,26.6,1642,26.7,,,3360,30.3,1427,46.2,,,3,필기+실기,1,1,0,2,4,,
전기기능사,T605,국가기술자격,500,기능사,48440,33.5,20053,72.9,,,60239,34.9,30545,74.2,,,61127,36.2,32762,72.6,,,5,필기+실기,1,1,0,2,3,특성화고 필기면제자 검정 포함(일반인 응시 불가),
전기기능장,T606,국가기술자격,200,기능장,2727,37.1,1837,20.8,,,3370,38.6,2193,14,,,3567,40.7,2323,20.5,,,2,필기+실기,1,1,0,2,5,,
전기기사,T607,국가기술자격,300,기사,52187,22.2,32640,39.5,,,51630,22.2,23643,37.1,,,57417,26.1,27063,37.4,,,3,필기+실기,1,1,0,2,5,,
전기산업기사,T609,국가기술자격,400,산업기사,31121,21.5,16223,24.1,,,29955,18.6,11193,50.6,,,31584,19.6,10961,28.3,,,3,필기+실기,1,1,0,2,5,,
전기안전기술사,T610,국가기술자격,100,기술사,216,6,32,50,,,279,0.7,14,35.7,,,316,7.6,44,29.5,,,2,필기+실기+면접,1,1,1,3,5,,
전기응용기술사,T611,국가기술자격,100,기술사,136,11,27,37,,,232,3,23,43.5,,,238,1.3,12,50,,,2,필기+실기+면접,1,1,1,3,5,,
전기철도기사,T612,국가기술자격,300,기사,251,42.6,102,66.7,,,338,43.2,152,48,,,348,53.7,207,40.1,,,1,필기+실기,1,1,0,2,3,,
전기철도기술사,T613,국가기술자격,100,기술사,78,10.3,10,80,,,81,6.2,7,71.4,,,107,5.6,9,66.7,,,2,필기+실기+면접,1,1,1,3,5,,
전기철도산업기사,T614,국가기술자격,400,산업기사,64,21.9,13,15.4,,,89,27,30,50,,,111,38.7,45,77.8,,,1,필기+실기,1,1,0,2,3,,
전산응용건축제도기능사,T616,국가기술자격,500,기능사,12641,63.8,7039,68.6,,,14857,63.9,7614,72.7,,,13846,65.7,7192,73.6,,,5,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
전산응용기계제도기능사,T618,국가기술자격,500,기능사,8562,33.2,3557,51.1,,,10180,30.8,3234,50.1,,,10044,31.2,3100,53,,,5,필기+실기,1,1,0,2,3,특성화고 필기면제자 검정 포함(일반인 응시 불가),
전산응용토목제도기능사,T620,국가기술자격,500,기능사,2113,62.8,1463,66.8,,,2606,58.3,1681,56.8,,,2310,60.4,1676,62.4,,,4,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
전산회계운용사 1급,T621,국가기술자격,600,서비스,225,53.8,201,32.3,,,261,49.8,157,36.9,,,206,29.1,86,24.4,,,14,필기+실기,1,1,0,2,4,,
전산회계운용사 2급,T622,국가기술자격,600,서비스,3626,40.2,2443,44.9,,,3178,39.6,2092,48.5,,,3588,40.6,2295,46.8,,,상시,필기+실기,1,1,0,2,3,,
전산회계운용사 3급,T623,국가기술자격,600,서비스,2416,60.2,6143,46.9,,,2079,59.4,5502,47.5,,,2202,54.5,4847,48.9,,,상시,필기+실기,1,1,0,2,3,,
전자계산기기능사,T624,국가기술자격,500,기능사,1178,33.9,701,75.6,,,1430,35.6,741,77.3,,,1332,35.9,637,76.5,,,4,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
전자계산기기사,T625,국가기술자격,300,기사,233,47.2,106,65.1,,,221,55.7,111,9,,,119,49.6,69,18.8,,,1,필기+실기,1,1,0,2,4,,
전자계산기제어산업기사,T627,국가기술자격,400,산업기사,53,50.9,32,40.6,,,48,41.7,25,32,,,33,45.5,18,55.6,,,1,필기+실기,1,1,0,2,2,,
전자계산기조직응용기사,T628,국가기술자격,300,기사,757,61.7,577,35.7,,,1071,58.7,776,3.7,,,644,54.7,570,1.4,,,2,필기+실기,1,1,0,2,4,,
전자기능사,T630,국가기술자격,500,기능사,2270,23.2,4658,74.2,,,1898,20.4,3420,72.2,,,2040,9.8,2528,74.2,,,4,필기+실기,1,1,0,2,3,특성화고 필기면제자 검정 포함(일반인 응시 불가),
전자기능장,T631,국가기술자격,200,기능장,151,41.7,126,36.5,,,213,44.6,153,33.3,,,267,52.8,194,36.6,,,2,필기+실기,1,1,0,2,4,,
전자기사,T632,국가기술자격,300,기사,491,21.2,176,30.7,,,645,14.6,132,40.9,,,687,3.9,73,34.2,,,3,필기+실기,1,1,0,2,5,,
전자부품장착기능사,T633,국가기술자격,500,기능사,894,44.3,500,92.6,,,884,35.2,524,91.2,,,917,27.5,377,90.5,,,4,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
전자부품장착산업기사,T634,국가기술자격,400,산업기사,0,0,0,0,,,19,52.6,8,100,,,0,0,0,0,,,1,필기+실기,1,1,0,2,3,"2022,2024 존재x",
전자산업기사,T635,국가기술자격,400,산업기사,574,20.4,124,71,,,554,17.5,90,65.6,,,494,5.1,45,57.8,,,3,필기+실기,1,1,0,2,3,,
전자상거래관리사 1급,T636,국가기술자격,600,서비스,19,21.1,4,75,,,10,30,3,66.7,,,9,11.1,1,100,,,1,필기+실기,1,1,0,2,1,,
전자상거래관리사 2급,T637,국가기술자격,600,서비스,181,48.6,61,63.9,,,198,58.6,73,64.4,,,179,87.2,91,44,,,1,필기+실기,1,1,0,2,1,,
전자상거래운용사,T638,국가기술자격,500,기능사,136,46.3,71,55.6,,,138,66.7,60,81.7,,,99,28.3,18,83.3,,,1,필기+실기,1,1,0,2,1,,
전자응용기술사,T639,국가기술자격,100,기술사,11,100,14,14.3,,,10,0,11,18.2,,,24,25,13,15.4,,,1,필기+실기+면접,1,1,1,3,5,,
전자출판기능사,T640,국가기술자격,500,기능사,774,82.9,1116,85.6,,,798,83,1065,89.8,,,819,76.4,1031,86.3,,,4,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
전자캐드기능사,T641,국가기술자격,500,기능사,2360,42.4,1117,56,,,2012,41.8,896,56.6,,,2605,36.7,1074,60.5,,,4,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
전파전자통신기사,T642,국가기술자격,300,기사,146,37.6,76,63.15,,,134,24.62,53,62.23,,,135,22.22,43,76.74,,,3,필기+실기,1,1,0,2,3,https://www.cq.or.kr/qh_quagm15_001.do,
정보보안산업기사,T643,국가기술자격,400,산업기사,1779,31.58,898,14.47,,,1421,31.31,720,13.33,,,1170,39.48,591,32.48,,,3,필기+실기,1,1,0,2,4,https://www.cq.or.kr/qh_quagm15_001.do,
정밀측정기능사,T644,국가기술자격,500,기능사,122,27.9,80,80,,,162,42.6,133,73.7,,,210,35.2,115,74.8,,,2,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
정밀측정산업기사,T645,국가기술자격,400,산업기사,410,44.9,185,75.1,,,425,48.2,207,82.1,,,383,47.5,181,79.6,,,2,필기+실기,1,1,0,2,2,,
정밀화학기사,T646,국가기술자격,300,기사,89,14.6,2,0,,,84,17.9,4,0,,,31,9.7,3,0,,,1,필기+실기,1,1,0,2,5,,
정보관리기술사,T647,국가기술자격,100,기술사,1140,5.2,83,72.3,,,1185,4.2,68,72.1,,,1534,3.4,73,76.7,,,3,필기+실기,1,1,0,2,5,,
정보기기운용기능사,T648,국가기술자격,500,기능사,1114,40.7,1060,77,,,1427,42.2,1304,76.4,,,1710,49.1,1501,78.7,,,4,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
정보보안기사,T649,국가기술자격,300,기사,7750,28.5,4131,13.55,,,7008,37.81,4561,9.79,,,6456,37.62,4294,21.96,,,3,필기+실기,1,1,0,2,5,https://www.cq.or.kr/qh_quagm15_001.do,
정보처리기능사,T650,국가기술자격,500,기능사,11255,62.9,10436,17.8,,,11197,62.8,10971,26.7,,,12057,67.1,10772,36.8,,,5,필기+실기,1,1,0,2,3,특성화고 필기면제자 검정 포함(일반인 응시 불가),
정보처리기사,T651,국가기술자격,300,기사,48470,56.1,53307,20.8,,,60024,59,58088,21,,,66169,60.8,68745,28.9,,,3,필기+실기,1,1,0,2,5,,
정보처리산업기사,T652,국가기술자격,400,산업기사,8464,41.2,4449,39.3,,,8707,51,5925,30.7,,,8579,48.2,6264,35.6,,,3,필기+실기,1,1,0,2,4,,
정보통신기사,T654,국가기술자격,300,기사,2409,36.6,2072,35.47,,,3104,30.25,1664,50.18,,,3930,34,1993,33.8,,,3,필기+실기,1,1,0,2,4,https://www.cq.or.kr/qh_quagm15_001.do,
정보통신기술사,T655,국가기술자격,100,기술사,420,5.2,42,45.23,,,425,4,37,54.05,,,505,7.12,53,58.49,,,3,필기+실기+면접,1,1,1,3,5,https://www.cq.or.kr/qh_quagm15_001.do,
정보통신산업기사,T656,국가기술자격,400,산업기사,814,27.64,375,34.66,,,773,20.05,277,38.98,,,813,27.06,292,30.13,,,3,필기+실기,1,1,0,2,4,전파전자통신->정보통신,
제강기능사,T657,국가기술자격,500,기능사,975,45.2,488,30.3,,,1170,46.8,574,33.4,,,1393,42.7,611,35.5,,,3,필기+실기,1,1,0,2,3,,
제강기능장,T658,국가기술자격,200,기능장,680,77.8,805,29.8,,,630,74.8,828,52.5,,,665,51.4,494,54.7,,,2,필기+실기,1,1,0,2,3,,
통신기기기능사,T659,국가기술자격,500,기능사,8,75,2,0,,,19,21.05,5,40,,,13,30.76,1,0,,,4,필기+실기,1,1,0,2,3,https://www.cq.or.kr/qh_quagm15_001.do,
제과기능사,T660,국가기술자격,500,기능사,55531,43.6,32414,44.3,,,54894,39.9,30741,41.8,,,48614,37.1,26641,40.8,,,41,필기+실기,1,1,0,2,3,,
제과기능장,T661,국가기술자격,200,기능장,378,41.8,283,12.4,,,421,41.6,322,18.9,,,479,45.1,361,10.2,,,2,필기+실기,1,1,0,2,5,,
제과산업기사,T662,국가기술자격,400,산업기사,315,84.8,0,0,,,1094,77.3,723,38,,,1003,77.1,833,40.3,,,1,필기+실기,1,1,0,2,2,,
통신선로기능사,T663,국가기술자격,500,기능사,833,38.45,942,91.18,,,809,19.77,725,94.48,,,622,22.66,738,93.76,,,4,필기+실기,1,1,0,2,2,https://www.cq.or.kr/qh_quagm15_001.do,
제빵기능사,T664,국가기술자격,500,기능사,53382,44,32513,49.4,,,51897,42.7,31450,47.4,,,49084,36.8,27892,46.8,,,41,필기+실기,1,1,0,2,3,,
제빵산업기사,T665,국가기술자격,400,산업기사,279,72,0,0,,,1040,69.1,663,39.4,,,1053,69.7,823,47,,,1,필기+실기,1,1,0,2,3,,
제선기능사,T666,국가기술자격,500,기능사,928,37.3,455,39.8,,,1136,42.9,515,40,,,1510,41.9,637,44.6,,,3,필기+실기,1,1,0,2,3,,
제선기능장,T667,국가기술자격,200,기능장,777,75.9,620,64.5,,,806,69.5,718,59.5,,,743,63.4,612,49,,,2,필기+실기,1,1,0,2,3,,
전파전자통신산업기사,T668,국가기술자격,400,산업기사,15,40,7,71.42,,,15,13.33,3,33.33,,,22,4.54,2,50,,,3,필기+실기,1,1,0,2,3,https://www.cq.or.kr/qh_quagm15_001.do,
전파전자통신기능사,T669,국가기술자격,500,기능사,409,66.99,1106,87.7,,,397,46.85,945,90.79,,,594,57.91,1073,90.04,,,3,필기+실기,1,1,0,2,1,https://www.cq.or.kr/qh_quagm15_001.do,
