section,category,pct_isolated,pct_general,n_iso,n_gen,chi2,p_value,cohen_h,diff_pct,significant
【B12_5】 우울 척도▶다른 사람들이 눈치챌 정도로 평소보다 말과 행동이 느려졌다/혹은 너무 안절부절못해서 가만히 앉아있을 수 없었다.,"2, 3일 이상",23.457,16.889,486,5027,13.2605,0.000271,0.1642,6.568,True
【C8_1】 서울시 고립·은둔청년 지원 사업 인지 경로,기타 관련 기관 홈페이지를 통해,4.348,8.247,486,5027,9.419,0.002148,0.1624,-3.899,True
【A20_4】 성인기 후 경험▶내가 원했던 학교에 들어가지 못했던 경험,있다,52.058,43.982,486,5027,11.6905,0.000628,0.1618,8.076,True
【A20_4】 성인기 후 경험▶내가 원했던 학교에 들어가지 못했던 경험,없다,47.942,56.018,486,5027,11.6905,0.000628,0.1618,-8.076,True
【A4_1 TO A4_8】 생활비 출처,기타(기입: [TEXT_1]),3.348,1.083,486,5027,17.3905,3e-05,0.1595,2.265,True
【C7x3】 병원 진단 및 치료▶제공 기간,1회로 끝나는 단기적 지원,2.5,5.576,486,5027,8.4945,0.003562,0.1592,-3.076,True
【A7】 외출 빈도,여가생활을 위해 자주 외출한다,5.35,9.449,486,5027,9.0132,0.00268,0.1581,-4.099,True
【C7x1】 경제적 지원▶제공 기간,1회로 끝나는 단기적 지원,4.317,8.04,486,5027,8.5992,0.003363,0.1564,-3.723,True
【B5_1】 [1순위]가장 많이 하는 활동,"인터넷 사용(쇼핑, SNS, 채팅, 동영상 시청 등)",59.053,51.303,486,5027,10.6651,0.001092,0.156,7.75,True
【B12_1 TO B12_9】 우울 척도 총점,16.00,4.527,1.85,486,5027,15.5459,8.1e-05,0.1559,2.677,True
【C8】 서울시 고립·은둔청년 지원 사업 인지 여부,모른다,71.605,78.306,486,5027,11.4572,0.000712,0.155,-6.701,True
【C8】 서울시 고립·은둔청년 지원 사업 인지 여부,알고 있다,28.395,21.694,486,5027,11.4572,0.000712,0.155,6.701,True
【C5x5】 일자리나 공부 기회▶제공 장소,"집에서 1시간 거리 이내, 교통 좋은 곳에서 상담 등 지원 제공",59.314,51.625,486,5027,10.3632,0.001286,0.1549,7.689,True
【B12_1 TO B12_9】 우울 척도 총점,20.00,2.675,0.756,486,5027,17.8054,2.4e-05,0.1545,1.919,True
【C7x5】 일자리나 공부 기회▶제공 기간,1개월 정도,9.314,14.245,486,5027,9.2512,0.002353,0.1538,-4.931,True
"【B12_7】 우울 척도▶내가 잘못했거나, 실패했다는 생각이 들었다/혹은 자신과 가족을 실망시켰다고 생각했다.",7일 이상,17.49,12.154,486,5027,11.436,0.00072,0.1507,5.336,True
【B12_1 TO B12_9】 우울 척도 총점,23.00,1.852,0.378,486,5027,19.0515,1.3e-05,0.15,1.474,True
【B12_1 TO B12_9】 우울 척도 총점,13.00,5.967,2.924,486,5027,13.2767,0.000269,0.1499,3.043,True
【B5_1 TO B5_3】 [1-3순위]가장 많이 하는 활동,아무것도 하지 않는다,2.469,0.696,486,5027,16.479,4.9e-05,0.1485,1.773,True
【B5_1】 [1순위]가장 많이 하는 활동,아무것도 하지 않는다,2.469,0.696,486,5027,16.479,4.9e-05,0.1485,1.773,True
【B5_1 TO B5_3】 [1-3순위]가장 많이 하는 활동,실내운동,10.288,15.218,486,5027,8.549,0.003457,0.1484,-4.93,True
【A9_1】 최초 은둔 시작 시기,19세 이하,13.187,8.596,486,5027,11.3296,0.000763,0.1481,4.591,True
【A13_3】 물리적 고립▶친한 친구나 친한 사람과의 대면 교류,3개월에한두 번,14.403,19.873,486,5027,8.4813,0.003588,0.1456,-5.47,True
【C5x9】 기타▶제공 장소,집에 찾아오는 상담자 지정 및 지원 연계,21.429,15.789,486,5027,10.2083,0.001398,0.1453,5.64,True
【A19_5】 성인기 전 경험▶전학이나 이사를 자주 한 경험,있다,32.51,25.98,486,5027,9.6905,0.001852,0.1438,6.53,True
【A19_5】 성인기 전 경험▶전학이나 이사를 자주 한 경험,없다,67.49,74.02,486,5027,9.6905,0.001852,0.1438,-6.53,True
【C5x1】 경제적 지원▶제공 장소,"집에서 1시간 거리 이내, 교통 좋은 곳에서 상담 등 지원 제공",48.561,41.424,486,5027,9.28,0.002317,0.1436,7.137,True
【SQ8_1 TO SQ8_13】 비동거 가족,기타(기입: [TEXT_1]),2.439,0.722,486,5027,15.7785,7.1e-05,0.1435,1.717,True
【B2】 평균 수면 시간,7~8시간,44.837,51.896,486,5027,8.8006,0.003011,0.1414,-7.059,True
【C6x6】 비슷한 상황에 있는 사람들과의 만남▶제공 방식,1:1로 혼자서,21.739,27.82,486,5027,8.0895,0.004452,0.1411,-6.081,True
【B6_1 TO B6_6】 PC/모바일 기기 활동,인터넷 서핑,68.564,74.845,486,5027,9.2571,0.002346,0.1396,-6.281,True
【C7x3】 병원 진단 및 치료▶제공 기간,4~6개월 정도,11.667,16.485,486,5027,7.4521,0.006336,0.139,-4.818,True
【C5x2】 심리 상담▶제공 장소,"집에서 1시간 거리 이내, 교통 좋은 곳에서 상담 등 지원 제공",56.425,49.493,486,5027,8.405,0.003742,0.139,6.932,True
【A19_4】 성인기 전 경험▶가까운 사람을 잃은 경험,있다,41.564,34.892,486,5027,8.6182,0.003328,0.1374,6.672,True
【A19_4】 성인기 전 경험▶가까운 사람을 잃은 경험,없다,58.436,65.108,486,5027,8.6182,0.003328,0.1374,-6.672,True
【C6x8】 가까운 사람들의 이해와 지지▶제공 방식,가족과 함께,19.328,25.0,486,5027,7.683,0.005574,0.1368,-5.672,True
【SQ8_1 TO SQ8_13】 비동거 가족,형제자매,29.268,35.667,486,5027,8.0916,0.004447,0.1368,-6.399,True
【B9_1】 자기관리 및 청결 ▶옷을 갈아입는다,한 달에한 번,2.058,0.577,486,5027,13.8329,0.0002,0.1358,1.481,True
【A17_1_1 TO A17_1_5】 온라인 대화 방식,기타(기입: [TEXT_1]),1.435,0.277,486,5027,15.7642,7.2e-05,0.1348,1.158,True
【C4_1 TO C4_9】 고립/은둔 회복 위해 필요한 지원,기타(기입: [TEXT_1]),2.881,1.062,486,5027,12.3126,0.00045,0.1346,1.819,True
【B9_3】 자기관리 및 청결 ▶세수/양치를 한다,한 달에한 번,1.646,0.378,486,5027,14.6232,0.000131,0.1343,1.268,True
【B5_1 TO B5_3】 [1-3순위]가장 많이 하는 활동,책 읽기,17.49,22.737,486,5027,7.0484,0.007934,0.1311,-5.247,True
【B12_9】 우울 척도▶차라리 죽는 것이 더 낫겠다고 생각했다/혹은 자해할 생각을 했다.,7일 이상,12.757,8.753,486,5027,8.5861,0.003387,0.1298,4.004,True
【SQ6_R】 동거인 수,1명,26.132,20.648,486,5027,7.9944,0.004692,0.1297,5.484,True
【B12_1 TO B12_9】 우울 척도 총점,25.00,1.029,0.139,486,5027,16.1458,5.9e-05,0.1286,0.89,True
【C8_3】 서울시 고립·은둔청년 지원 사업 도움 여부,별로도움되지 않았다,7.143,10.749,486,5027,5.9457,0.014753,0.127,-3.606,True
【B2_R】 수면 시간(Recode),4시간 미만,3.523,1.565,486,5027,9.6119,0.001933,0.1268,1.958,True
【A13_1】 물리적 고립▶가족들과의 대면 교류,3개월에한두 번,9.053,12.97,486,5027,6.1622,0.013051,0.1256,-3.917,True
【C7x2】 심리 상담▶제공 기간,1회로 끝나는 단기적 지원,1.676,3.663,486,5027,5.3483,0.020742,0.1255,-1.987,True
【B4】 주 외출 시간대,오전,21.795,27.159,486,5027,6.4661,0.010995,0.1249,-5.364,True
【B12_2】 우울 척도▶평소 하던 일에 대한 흥미가 없어지거나 즐거움을 느끼지 못했다.,"2, 3일 이상",30.041,35.846,486,5027,6.5363,0.01057,0.1236,-5.805,True
【B12_1 TO B12_9】 우울 척도 총점,10.00,4.321,2.168,486,5027,8.9193,0.002822,0.1232,2.153,True
【B2】 평균 수면 시간,9시간 이상,7.337,4.493,486,5027,8.3,0.003964,0.1214,2.844,True
【A3】 일 또는 학업활동을 전혀 하지 않고 생활해온 기간,7년 이상 ~ 10년 미만,5.607,3.158,486,5027,7.782,0.005277,0.1208,2.449,True
【B9_1】 자기관리 및 청결 ▶옷을 갈아입는다,2~3주에한 번,4.115,2.069,486,5027,8.4408,0.003669,0.1199,2.046,True
【A17_1_1 TO A17_1_5】 온라인 대화 방식,게임에서 만난다,24.402,19.453,486,5027,7.0363,0.007987,0.1198,4.949,True
【C6x9】 기타▶제공 방식,가족과 함께,7.143,10.526,486,5027,5.3237,0.021037,0.1197,-3.383,True
【A20_1】 성인기 후 경험▶돈이 없어서 학교를 그만 다녀야 했던 경험,있다,13.58,9.787,486,5027,7.0088,0.008111,0.1184,3.793,True
【A20_1】 성인기 후 경험▶돈이 없어서 학교를 그만 다녀야 했던 경험,없다,86.42,90.213,486,5027,7.0088,0.008111,0.1184,-3.793,True
【B12_2】 우울 척도▶평소 하던 일에 대한 흥미가 없어지거나 즐거움을 느끼지 못했다.,7일 이상,18.107,13.786,486,5027,6.806,0.009085,0.1183,4.321,True
"【C7x4】 취미, 운동 등의 활동▶제공 기간",1회로 끝나는 단기적 지원,7.373,4.596,486,5027,7.6049,0.005821,0.1179,2.777,True
【A13_1】 물리적 고립▶가족들과의 대면 교류,일주일에한두 번,15.844,20.35,486,5027,5.6349,0.017607,0.1172,-4.506,True
"【C5x4】 취미, 운동 등의 활동▶제공 장소",온라인 채팅 상담 및 지원 연계,19.816,24.607,486,5027,5.6955,0.017008,0.1154,-4.791,True
【C8_4_1 TO C8_4_8】 서울시 고립·은둔청년 지원 사업 도움이 되지 않은 이유,지원받기까지 상당시간이 소요되어서,10.0,6.818,486,5027,7.1269,0.007594,0.1152,3.182,True
【SQ8_1 TO SQ8_13】 비동거 가족,형제자매의 배우자,8.943,12.477,486,5027,5.4543,0.01952,0.1146,-3.534,True
【A2】 지난 4주간 취업 의향,"직장을 구해보았지만, 지난주에 직장이 주어졌더라도 일을 시작할 수 없었다.",13.592,9.956,486,5027,6.3523,0.011723,0.1131,3.636,True
【B12_1 TO B12_9】 우울 척도 총점,4.00,3.909,6.386,486,5027,4.695,0.030251,0.1129,-2.477,True
【B9_3】 자기관리 및 청결 ▶세수/양치를 한다,2~3일에한 번,10.288,7.122,486,5027,6.484,0.010885,0.1128,3.166,True
【SQ8_1 TO SQ8_13】 비동거 가족,할머니,17.073,21.505,486,5027,5.2114,0.02244,0.1125,-4.432,True
【B5_1】 [1순위]가장 많이 하는 활동,책 읽기,1.852,3.66,486,5027,4.2899,0.03834,0.112,-1.808,True
【B12_6】 우울 척도▶피곤하고 기운이 없었다.,7일 이상,22.428,17.943,486,5027,5.9522,0.014699,0.1119,4.485,True
【B8】 평소 식사 방식,혼자서 배달시켜 먹는다,18.107,14.024,486,5027,5.9982,0.014321,0.1114,4.083,True
【C8_6_1 TO C8_6_8】 서울시 고립·은둔청년 지원 사업 불참 이유,다른 지원사업에 참여하고 있어서,1.786,3.546,486,5027,3.858,0.049509,0.1108,-1.76,True
【A15_1】 최초 고립 시작 시기,19세 이하,21.088,16.76,486,5027,5.5518,0.018462,0.1107,4.328,True
【C5x2】 심리 상담▶제공 장소,온라인 채팅 상담 및 지원 연계,32.402,27.358,486,5027,5.4161,0.019952,0.1103,5.044,True
【C5x8】 가까운 사람들의 이해와 지지▶제공 장소,집에 찾아오는 상담자 지정 및 지원 연계,16.807,21.074,486,5027,4.7488,0.029318,0.1091,-4.267,True
【B2】 평균 수면 시간,4시간 이하,6.522,4.092,486,5027,6.633,0.010011,0.1091,2.43,True
【C4_1 TO C4_9】 고립/은둔 회복 위해 필요한 지원,비슷한 상황에 있는 사람들과의 만남,18.93,14.873,486,5027,5.6293,0.017663,0.1084,4.057,True
【SQ8_1 TO SQ8_13】 비동거 가족,없음,41.192,35.928,486,5027,5.2294,0.022209,0.1082,5.264,True
【C6x1】 경제적 지원▶제공 방식,비슷한 문제를 겪는 사람들과 함께,10.432,13.936,486,5027,4.48,0.034294,0.1074,-3.504,True
【B6_1 TO B6_6】 PC/모바일 기기 활동,동영상 보기,70.732,65.757,486,5027,4.9856,0.025559,0.1069,4.975,True
【A7】 외출 빈도,사람을 만나기 위해 가끔 외출한다,8.642,11.856,486,5027,4.4733,0.034428,0.1063,-3.214,True
【B3】 가장 활발한 활동 시간대,밤,27.1,22.588,486,5027,5.2573,0.021854,0.1045,4.512,True
【B12_1 TO B12_9】 우울 척도 총점,19.00,2.058,0.855,486,5027,6.7273,0.009495,0.1027,1.203,True
【B5_1】 [1순위]가장 많이 하는 활동,게임,11.111,8.116,486,5027,5.1771,0.022886,0.1019,2.995,True
【C6x2】 심리 상담▶제공 방식,비슷한 문제를 겪는 사람들과 함께,11.173,14.575,486,5027,4.3608,0.036776,0.1018,-3.402,True
【B1_3】 평소 생활 패턴▶나는 평소 밤낮이 바뀐 생활을 하는 편이다,그렇다,23.457,19.316,486,5027,4.8076,0.028335,0.1011,4.141,True
【B12_3】 우울 척도▶잠들기가 어렵거나 자주 깼다/혹은 너무 많이 잤다.,7일 이상,16.461,12.89,486,5027,4.9293,0.026406,0.1011,3.571,True
【B1_4】 평소 생활 패턴▶나는 거의 비슷한 시간에 잠들고 일어나는 편이다,매우그렇다,10.494,13.786,486,5027,4.1132,0.042549,0.101,-3.292,True
【A4_1 TO A4_8】 생활비 출처,기타 친인척의 지원,1.562,0.562,486,5027,8.1026,0.00442,0.1005,1.0,True
【C5x8】 가까운 사람들의 이해와 지지▶제공 장소,"집에서 1시간 거리 이내, 교통 좋은 곳에서 상담 등 지원 제공",42.857,47.831,486,5027,4.4855,0.034184,0.1,-4.974,True
【C7x2】 심리 상담▶제공 기간,4~6개월 정도,12.291,15.666,486,5027,3.7748,0.052031,0.0975,-3.375,False
【C8_6_1 TO C8_6_8】 서울시 고립·은둔청년 지원 사업 불참 이유,기타(기입:  [TEXT_1] ),7.143,4.839,486,5027,5.1885,0.022737,0.0975,2.304,True
【B7】 평소 식사 횟수,2~3일 간격으로 1끼,1.646,0.637,486,5027,6.2702,0.012278,0.0975,1.009,True
【B1_3】 평소 생활 패턴▶나는 평소 밤낮이 바뀐 생활을 하는 편이다,전혀그렇지않다,16.461,20.231,486,5027,3.9513,0.046834,0.0975,-3.77,True
【B8】 평소 식사 방식,가족이 식사를 차려서 방 앞에 두거나 방에 넣어 준다,1.852,0.776,486,5027,5.9451,0.014758,0.0966,1.076,True
"【C7x4】 취미, 운동 등의 활동▶제공 기간",1개월 정도,12.442,15.765,486,5027,3.9844,0.045922,0.0956,-3.323,True
【B12_5】 우울 척도▶다른 사람들이 눈치챌 정도로 평소보다 말과 행동이 느려졌다/혹은 너무 안절부절못해서 가만히 앉아있을 수 없었다.,7일 이상,12.14,9.21,486,5027,4.4372,0.035164,0.0951,2.93,True
【A1】 지난주 노동 여부,휴가 및 일시 휴직 중이다.,7.819,5.47,486,5027,4.5641,0.032649,0.0947,2.349,True
【B12_8】 우울 척도▶신문을 읽거나 TV를 보는 것과 같은 일상적인 일에도 집중할 수가 없었다.,7일 이상,13.58,10.503,486,5027,4.3643,0.036699,0.0947,3.077,True
【C5x3】 병원 진단 및 치료▶제공 장소,온라인 채팅 상담 및 지원 연계,25.833,21.818,486,5027,4.3233,0.037594,0.0943,4.015,True
【B1_1】 평소 생활 패턴▶나는 우리 가족과 친밀한 편이다,보통이다,33.333,29.023,486,5027,3.9659,0.04643,0.0931,4.31,True
【B1_1】 평소 생활 패턴▶나는 우리 가족과 친밀한 편이다,Middle(③),33.333,29.023,486,5027,3.9659,0.04643,0.0931,4.31,True
【C7x7】 가족에 대한 교육과 상담▶제공 기간,1개월 정도,13.462,16.711,486,5027,3.5928,0.058029,0.0909,-3.249,False
【C6x8】 가까운 사람들의 이해와 지지▶제공 방식,비슷한 문제를 겪는 사람들과 함께,36.975,32.645,486,5027,3.8667,0.049252,0.0909,4.33,True
【C8_6_1 TO C8_6_8】 서울시 고립·은둔청년 지원 사업 불참 이유,신청해도 지원 대상으로 뽑힐 것 같지 않아서,29.018,25.012,486,5027,3.7599,0.052496,0.0903,4.006,False
【A4_1 TO A4_8】 생활비 출처,형제/자매의 지원,2.232,1.103,486,5027,5.1224,0.023619,0.0895,1.129,True
【A11】 지난 2주 동안 교류 횟수,3회,10.569,13.44,486,5027,3.3769,0.066117,0.0885,-2.871,False
【A4_1 TO A4_8】 생활비 출처,배우자/연인/동거자 등의 수입,18.75,22.287,486,5027,3.2681,0.070639,0.0877,-3.537,False
【B2_R】 수면 시간(Recode),4~8시간 미만,69.919,73.856,486,5027,3.4661,0.062638,0.0876,-3.937,False
【SQ6_R】 동거인 수,3명,25.72,29.58,486,5027,3.1915,0.074024,0.0863,-3.86,False
【A13_2】 물리적 고립▶친인척들과의 대면 교류,거의 매일 (일주일에서너 번이상),1.235,2.367,486,5027,2.5656,0.109212,0.0862,-1.132,False
【B2_R】 수면 시간(Recode),12~16시간 미만,1.084,0.381,486,5027,4.331,0.037424,0.0851,0.703,True
【C5x5】 일자리나 공부 기회▶제공 장소,온라인 채팅 상담 및 지원 연계,34.314,30.402,486,5027,3.2741,0.070381,0.0837,3.912,False
【A17_1_1 TO A17_1_5】 온라인 대화 방식,온라인 커뮤니티 등에 게시글이나 댓글 등을 적는다,47.368,43.268,486,5027,2.9684,0.084907,0.0824,4.1,False
【B6_1 TO B6_6】 PC/모바일 기기 활동,기타(기입: [TEXT_1]),1.897,0.943,486,5027,3.7054,0.054237,0.0818,0.954,False
【B5_1】 [1순위]가장 많이 하는 활동,음악 듣기,3.086,4.655,486,5027,2.5279,0.111851,0.0818,-1.569,False
【B12_1 TO B12_9】 우울 척도 총점,22.00,1.235,0.497,486,5027,4.3079,0.037936,0.0816,0.738,True
【B1_5】 평소 생활 패턴▶나는 잠을 설치는 것 없이 잘 자는 편이다,Middle(③),29.63,33.34,486,5027,2.7587,0.096725,0.0799,-3.71,False
【B1_5】 평소 생활 패턴▶나는 잠을 설치는 것 없이 잘 자는 편이다,보통이다,29.63,33.34,486,5027,2.7587,0.096725,0.0799,-3.71,False
【B12_1 TO B12_9】 우울 척도 총점,3.00,4.938,6.803,486,5027,2.4869,0.114801,0.0796,-1.865,False
【C7x8】 가까운 사람들의 이해와 지지▶제공 기간,1개월 정도,14.286,17.149,486,5027,2.7475,0.097408,0.0787,-2.863,False
【A8】 은둔 기간,6개월 이상 ~ 1년 미만,11.852,14.504,486,5027,2.3872,0.122329,0.0785,-2.652,False
【B12_1 TO B12_9】 우울 척도 총점,11.00,3.704,2.367,486,5027,3.2665,0.070708,0.0784,1.337,False
【B12_1 TO B12_9】 우울 척도 총점,21.00,1.44,0.656,486,5027,3.7804,0.051856,0.0784,0.784,False
【A9_1】 최초 은둔 시작 시기,25~29세,31.319,34.88,486,5027,2.534,0.111418,0.0757,-3.561,False
【C6x9】 기타▶제공 방식,비슷한 문제를 겪는 사람들과 함께,21.429,18.421,486,5027,2.588,0.107676,0.0754,3.008,False
"【B12_7】 우울 척도▶내가 잘못했거나, 실패했다는 생각이 들었다/혹은 자신과 가족을 실망시켰다고 생각했다.","2, 3일 이상",28.395,25.085,486,5027,2.5647,0.109271,0.0748,3.31,False
"【C7x4】 취미, 운동 등의 활동▶제공 기간",4~6개월 정도,10.599,12.914,486,5027,1.9514,0.162435,0.072,-2.315,False
【C6x7】 가족에 대한 교육과 상담▶제공 방식,비슷한 문제를 겪는 사람들과 함께,15.385,18.037,486,5027,2.0628,0.150929,0.0711,-2.652,False
【C8_1】 서울시 고립·은둔청년 지원 사업 인지 경로,현수막·전단지 등을 통해,2.174,1.289,486,5027,3.0692,0.079789,0.0684,0.885,False
【C7x6】 비슷한 상황에 있는 사람들과의 만남▶제공 기간,4~6개월 정도,8.696,10.714,486,5027,2.0338,0.153833,0.0683,-2.018,False
【C4_1 TO C4_9】 고립/은둔 회복 위해 필요한 지원,"취미, 운동 등의 활동",44.65,48.057,486,5027,2.0657,0.150646,0.0683,-3.407,False
【B4】 주 외출 시간대,오후,56.41,59.771,486,5027,2.1238,0.145028,0.0681,-3.361,False
【B12_4】 우울 척도▶평소보다 식욕이 줄었다/혹은 평소보다 많이 먹었다.,"2, 3일 이상",24.897,27.889,486,5027,1.9846,0.158911,0.0679,-2.992,False
【A3】 일 또는 학업활동을 전혀 하지 않고 생활해온 기간,1년 이상 ~ 3년 미만,20.561,17.895,486,5027,2.1321,0.144245,0.0677,2.666,False
【A3】 일 또는 학업활동을 전혀 하지 않고 생활해온 기간,6개월 이상 ~ 1년 미만,14.953,12.632,486,5027,2.2592,0.13282,0.0674,2.321,False
【B9_1】 자기관리 및 청결 ▶옷을 갈아입는다,일주일에한 번,11.111,9.091,486,5027,2.1506,0.142515,0.0671,2.02,False
【A2_1_2】 미취업 이유▶시간적 여유를 즐기기 위해서,아니오 (해당하지 않음),60.274,57.029,486,5027,1.9205,0.165807,0.0659,3.245,False
【A2_1_2】 미취업 이유▶시간적 여유를 즐기기 위해서,예 (해당함),39.726,42.971,486,5027,1.9205,0.165807,0.0659,-3.245,False
【C7x5】 일자리나 공부 기회▶제공 기간,4~6개월 정도,11.275,13.384,486,5027,1.6581,0.19786,0.0642,-2.109,False
【C5x7】 가족에 대한 교육과 상담▶제공 장소,"집에서 1시간 거리 이내, 교통 좋은 곳에서 상담 등 지원 제공",46.154,42.971,486,5027,1.7605,0.184558,0.0641,3.183,False
【A15_1】 최초 고립 시작 시기,20~24세,39.456,36.364,486,5027,1.8851,0.169751,0.0637,3.092,False
【A2】 지난 4주간 취업 의향,직장을 구해보지 않았다.,76.214,73.451,486,5027,1.6515,0.198757,0.0637,2.763,False
【B6_1 TO B6_6】 PC/모바일 기기 활동,게임,34.146,37.111,486,5027,1.6719,0.195999,0.0619,-2.965,False
【B5_1 TO B5_3】 [1-3순위]가장 많이 하는 활동,음악 듣기,31.893,34.732,486,5027,1.5815,0.208545,0.0602,-2.839,False
【B5_1】 [1순위]가장 많이 하는 활동,기타(기입:  [TEXT_1] ),0.617,1.174,486,5027,1.2337,0.266691,0.0599,-0.557,False
【C8_3】 서울시 고립·은둔청년 지원 사업 도움 여부,전혀도움되지 않았다,4.762,3.583,486,5027,1.6578,0.197901,0.0591,1.179,False
【C4_1 TO C4_9】 고립/은둔 회복 위해 필요한 지원,가까운 사람들의 이해와 지지,24.486,27.062,486,5027,1.4891,0.222356,0.0589,-2.576,False
【C6x7】 가족에 대한 교육과 상담▶제공 방식,1:1로 혼자서,30.769,28.117,486,5027,1.657,0.198005,0.0582,2.652,False
【A15_1】 최초 고립 시작 시기,25~29세,23.81,26.308,486,5027,1.3786,0.240344,0.0577,-2.498,False
【B2_R】 수면 시간(Recode),16시간 이상,0.271,0.06,486,5027,1.3044,0.253415,0.0552,0.211,False
【C3】 고립/은둔 벗어나기 위한 시도 실패 이유,힘들고 지쳐서 계속할 수 없었다,20.588,22.798,486,5027,1.2494,0.263669,0.0536,-2.21,False
【C6x5】 일자리나 공부 기회▶제공 방식,비슷한 문제를 겪는 사람들과 함께,32.353,34.799,486,5027,1.2123,0.27087,0.0518,-2.446,False
【A18_1 TO A18_4】 [Summary_4점 평균] 외로움 척도,나는 도움을 청할 사람이 아무도 없다,2.872,2.083,486,5027,1.316,0.251311,0.0509,0.789,False
【C8_6_1 TO C8_6_8】 서울시 고립·은둔청년 지원 사업 불참 이유,"참여한 적 있으나, 큰 효과를 보지 못해서",4.464,5.558,486,5027,0.899,0.343054,0.0502,-1.094,False
【A13_1】 물리적 고립▶가족들과의 대면 교류,거의 매일 (일주일에서너 번이상),37.654,40.024,486,5027,1.0384,0.3082,0.0486,-2.37,False
【A6】 본인의 주관적 경제 수준,약간 부족함,33.482,35.787,486,5027,0.9767,0.323025,0.0485,-2.305,False
【B1_4】 평소 생활 패턴▶나는 거의 비슷한 시간에 잠들고 일어나는 편이다,보통이다,30.247,28.068,486,5027,1.0374,0.308437,0.048,2.179,False
【B1_4】 평소 생활 패턴▶나는 거의 비슷한 시간에 잠들고 일어나는 편이다,Middle(③),30.247,28.068,486,5027,1.0374,0.308437,0.048,2.179,False
【A18_1 TO A18_4】 [Summary_4점 평균] 외로움 척도,나는 사람들 사이에서 고립되어 있다고 느껴진다,2.893,2.149,486,5027,1.0981,0.294688,0.0476,0.744,False
【B5_1】 [1순위]가장 많이 하는 활동,잠,10.494,9.091,486,5027,1.0426,0.307211,0.0472,1.403,False
【A5】 가정의 주관적 사회경제적 수준,상,1.786,2.447,486,5027,0.6712,0.412642,0.0461,-0.661,False
【B12_1 TO B12_9】 우울 척도 총점,12.00,3.498,2.705,486,5027,1.0316,0.309772,0.0458,0.793,False
【SQ8_1 TO SQ8_13】 비동거 가족,배우자,2.439,1.785,486,5027,1.1245,0.28896,0.0456,0.654,False
【C8_4_1 TO C8_4_8】 서울시 고립·은둔청년 지원 사업 도움이 되지 않은 이유,지원 내용이 만족스럽지 않아서,50.0,52.273,486,5027,0.9212,0.337157,0.0455,-2.273,False
【B9_3】 자기관리 및 청결 ▶세수/양치를 한다,2~3주에한 번,1.44,2.029,486,5027,0.7925,0.373345,0.0453,-0.589,False
【A15_1】 최초 고립 시작 시기,30~34세,13.946,15.541,486,5027,0.8112,0.367753,0.045,-1.595,False
【B11_1】 약물 복용 기간,2~5년 미만,14.894,13.351,486,5027,0.8178,0.365837,0.0443,1.543,False
【A18_1 TO A18_4】 [Summary_4점 평균] 외로움 척도,나는 혼자 남겨진 것 같다고 느껴진다,2.866,2.187,486,5027,0.9665,0.32555,0.0434,0.679,False
【C8_1】 서울시 고립·은둔청년 지원 사업 인지 경로,인터넷 블로그나 커뮤니티를 통해,11.594,13.015,486,5027,0.8735,0.349995,0.0433,-1.421,False
【SQ8_1 TO SQ8_13】 비동거 가족,할아버지,11.924,13.32,486,5027,0.7512,0.386091,0.0421,-1.396,False
"【B12_1】 우울 척도▶기분이 가라앉거나, 우울하거나, 희망이 없다고 느꼈다.","2, 3일 이상",34.774,32.803,486,5027,0.7788,0.377518,0.0417,1.971,False
【C1_1】 고립/은둔 벗어나기 위한 시도 여부,아니다,56.962,59.001,486,5027,0.7359,0.390983,0.0413,-2.039,False
【C1_1】 고립/은둔 벗어나기 위한 시도 여부,그렇다,43.038,40.999,486,5027,0.7359,0.390983,0.0413,2.039,False
【B9_4】 자기관리 및 청결 ▶내 방의 어질러진 물건들을 정리 정돈한다,일주일에한 번,20.782,22.479,486,5027,0.7356,0.391069,0.0412,-1.697,False
【SQ8_1 TO SQ8_13】 비동거 가족,기타 친인척,14.092,12.718,486,5027,0.6499,0.420158,0.0403,1.374,False
【C5x1】 경제적 지원▶제공 장소,온라인 채팅 상담 및 지원 연계,42.086,40.123,486,5027,0.7799,0.377171,0.0399,1.963,False
【B12_1 TO B12_9】 우울 척도 총점,14.00,2.675,3.342,486,5027,0.621,0.430677,0.0391,-0.667,False
【C7x8】 가까운 사람들의 이해와 지지▶제공 기간,1회로 끝나는 단기적 지원,9.244,8.161,486,5027,0.7124,0.398644,0.0384,1.083,False
【C4_1 TO C4_9】 고립/은둔 회복 위해 필요한 지원,병원 진단 및 치료,24.691,23.064,486,5027,0.6656,0.414596,0.0382,1.627,False
【B12_1 TO B12_9】 우울 척도 총점,5.00,4.527,5.351,486,5027,0.6023,0.437692,0.0381,-0.824,False
【A10】 지난 2주간 교류 상대,3명,12.737,11.494,486,5027,0.6849,0.407915,0.0381,1.243,False
【SQ6_R】 동거인 수,5명 이상,5.35,6.226,486,5027,0.5901,0.442397,0.0375,-0.876,False
【A18_1 TO A18_4】 [Summary_4점 평균] 외로움 척도,나는 나와 같이 있어 줄 사람이 부족하다,2.893,2.298,486,5027,0.6322,0.426549,0.0375,0.595,False
【B12_1 TO B12_9】 우울 척도 총점,9.00,4.527,3.78,486,5027,0.6691,0.413379,0.0375,0.747,False
